"ID";"COMPANYTYPECATALOGID";"COMPANYTYPECODE";"SHORTNAME";"NAME"
20606;100;"P";"PROMEDITECH";"Promeditech GmbH"
20607;100;"P";"GERMAN MEDICAL SERVICE";"German Medical Service Co. Ltd."
20608;100;"P";"UNIKAT";"Unikat Britta Anna Maria Leisten"
20609;100;"P";"KOPPERMANN";"Koppermann & Co. GmbH"
20611;100;"P";"RS MEDICARE";"Rs Medicare GmbH"
20612;100;"P";"VOELKER";"Völker GmbH"
20613;100;"P";"OEKOTHEK";"Ökothek GmbH & Co. KG"
20615;100;"P";"HEILIG GEIST APOTHEKE";"Heilig Geist Apotheke E.K."
20616;100;"P";"NATUERLICH LANG LEBEN";"Natürlich Lang Leben Ug (Haftungsbeschränkt)"
20617;100;"P";"RADARCAN";"Radarcan S.L."
20618;100;"P";"MORINGAGARDEN";"Moringagarden B.V."
20621;100;"P";"IVY";"Ivy GmbH"
20622;100;"P";"PRIMA-MED";"Prima-Med GmbH & Co. KG"
20623;100;"P";"PRAXICON";"Praxicon GmbH Petra Lüning"
20624;100;"P";"ECUMED";"Ecumed GmbH"
20626;100;"P";"ORTHOCELL";"Orthocell AG"
20627;100;"P";"PRODECO PHARMA DTL.";"Prodeco Pharma Deutschland GmbH"
20628;100;"P";"BRAY GROUP";"Bray Group Ltd."
20629;100;"P";"DOLETRA";"Doletra GmbH"
20630;100;"P";"RENNERSCHE APOTHEKE";"Rennersche Apotheke Nathalie Sotiriou-Vogel"
20631;100;"P";"BET HEALTH";"Bet Health GmbH"
20633;100;"P";"IMAGE SKINCARE INNOV.";"Image Skincare Innovation GmbH"
20634;100;"P";"NMG Pharma GmbH";"NMG Pharma GmbH"
20635;100;"P";"SMP CARE";"Smp Care GmbH"
20636;100;"P";"LOEWENZAHN ORGANICS";"Löwenzahn Organics GmbH"
20637;100;"P";"NORDSTADT-APOTHEKE";"Nordstadt-Apotheke"
20638;100;"P";"SASMAR / LONDON";"Sasmar Limited"
20640;100;"P";"FREICARE SWISS";"Freicare Swiss GmbH"
20641;100;"P";"FAIR PLAY TRADING";"Fair Play Trading International (D) E.K. Frau Rosa Dobos"
20642;100;"P";"VITALBODYPLUS";"Vitalbodyplus GmbH"
20645;100;"P";"P. GLATZEDER";"P. Glatzeder GmbH"
20646;100;"P";"MODERN PHARM";"Modern Pharm Nat. GmbH"
20647;100;"P";"AMBERPHARM";"Amberpharm GmbH"
20648;100;"P";"ENERGY DIRECT MARKET";"Energy Direct Marketing Ltd Frank Wessel"
20649;100;"P";"MEDPALETT";"Medpalett As"
20650;100;"P";"SOCIAL MEDIA";"Social Media Interactive GmbH"
20651;100;"P";"TWINOXIDE INTERNATION.";"Twinoxide International B.V."
20652;100;"P";"RANGAUPHARM";"Rangaupharm GmbH"
20653;100;"P";"MEDU-SCIENTIFIC";"Medu-Scientific Inh. Karl Berger E.K."
20654;100;"P";"LFB BIOMEDICAMENTS";"Lfb Biomedicaments S.A."
20655;100;"P";"NOWAK GMBH";"Nowak GmbH"
20656;100;"P";"M S J JANKU";"M S J Janku GmbH Medizinischer Sachbedarf"
20657;100;"P";"STORZ & BICKEL";"Storz & Bickel GmbH & Co. KG"
20658;100;"P";"PURALP";"Puralp GmbH"
20659;100;"P";"NATURAL LOGISTICS";"Natural Logistics S.L."
20660;100;"P";"SWISS MEDICAL FOOD";"Swiss Medical Food AG"
20661;100;"P";"BENEGANIC";"Beneganic GmbH"
20662;100;"P";"RS7 REGENERATOR";"Rs7 Regenerator & Energy S.L."
20663;100;"P";"LIFEX";"Lifex GmbH"
20664;100;"P";"KEDPLASMA";"Kedplasma GmbH"
20665;100;"P";"HEALTH CARE PRODUCTS";"Health Care Products Import Export GmbH"
20666;100;"P";"SEEWALD NEMROYAL";"Seewald Nemroyal GmbH"
20667;100;"P";"SANA-ONE";"Sana-One GmbH"
20668;100;"P";"TATTOO MED";"Tattoo Med GmbH"
20669;100;"P";"ALPVITAL";"Alpvital AG"
20670;100;"P";"KOANAA HEALTHCARE";"Koanaa Healthcare GmbH"
20671;100;"P";"APRICOT";"Apricot GmbH"
20673;100;"P";"GH GERMAN HERBS";"Gh German Herbs GmbH"
20674;100;"P";"KIWI GROUP";"Kiwi Group GmbH"
20675;100;"P";"LE CHALET";"Le Chalet S.A."
20676;100;"P";"SANOPOLY";"Sanopoly GmbH"
20677;100;"P";"INVERMA";"Inverma Johannes Lange GmbH+Co. KG"
20679;100;"P";"KARL JOSEF KOST";"Karl-Josef Kost Alkohole & Produkte Aus Alkohol Kg"
20680;100;"P";"ALLIVICTUS";"Allivictus S.R.O."
20681;100;"P";"UNIVERSAL TOILETRIES";"Universal Toiletries Corporation Ltd."
20682;100;"P";"MEDILOG HAMBURG";"Medilog Hamburg Teinert GmbH"
20683;100;"P";"FORUM-TELEMEDIZIN";"Forum-Telemedizin GmbH"
20685;100;"P";"SBM LIFE SCIENCE";"Sbm Life Science GmbH"
20686;100;"P";"MEDICIS HEALTH";"Medicis Health GmbH"
20688;100;"P";"EUBIOS";"Eubios GmbH"
20689;100;"P";"SECOME";"Secome - Ihr Medical Manager Markus Groteguth"
20690;100;"P";"DR. LUIGI";"Dr. Luigi D.O.O."
20691;100;"P";"AURORA";"Aurora Deutschland GmbH"
20692;100;"P";"SCHROEDERS POWER FOOD";"Schröder'S Power Food GmbH Catalina Frink"
20693;100;"P";"BIODANE PHARMA";"Biodane Pharma A/S"
20694;100;"P";"ELIQUIDMIXER EUROPE";"Eliquidmixer Europe GmbH"
20695;100;"P";"EMKA VERTRIEBS";"Emka Vertriebs GmbH"
20697;100;"P";"DR. JOHANNA BUDWIG";"Dr. Johanna Budwig GmbH & Co. KG"
20698;100;"P";"MG LIFE";"Mg Life GmbH"
20699;100;"P";"LIFOOD SWISS";"Lifood Swiss GmbH"
20700;100;"P";"PHILIPP JENTCZAK&ANTON";"Philipp Jentczak & Anton Brams Einzelhandel Gbr"
20701;100;"P";"KAI EUROPE";"Kai Europe GmbH"
20702;100;"P";"EUROCEPT INTERNATIONAL";"Eurocept International B.V."
20704;100;"P";"PUROPHARM";"Puropharm GmbH & Co. KG"
20705;100;"P";"K-LIFE";"K-Life Ug (Haftungsbeschränkt)"
20706;100;"P";"MAINZIT";"Mainzit GmbH"
20707;100;"P";"ZEITSCHILD SKIN AESTH.";"Zeitschild Skin Aesthetics GmbH"
20708;100;"P";"BEAUTY LUMIS";"Beauty Lumis GmbH"
20710;100;"P";"Orphan Europe SARL, Frankreich";"Orphan Europe SARL"
20713;100;"P";"PADMA DEUTSCHLAND";"Padma Deutschland GmbH"
20714;100;"P";"FOR YOU EHEALTH";"For You Ehealth GmbH"
20715;100;"P";"EXCLUSE";"Excluse GmbH"
20716;100;"P";"MEDIVID";"Medivid GmbH"
20717;100;"P";"REHO MEDICAL";"Reho Medical GmbH"
20718;100;"P";"LICHTENBERGER PHARMA";"Lichtenberger Pharma Ltd. & Co. KG"
20719;100;"P";"AQUAHERBAL";"Aquaherbal GmbH"
20720;100;"P";"PILZESPEZIALHAUS";"Pilzespezialhaus-Berlin Thomas Habicht"
20721;100;"P";"OBSTHOF RETTER";"Obsthof Retter GmbH"
20722;100;"P";"DR. WEINGART";"Dr. Weingart AG"
20723;100;"P";"NEOTOL MEDICAL";"Neotol Medical GmbH"
20724;100;"P";"KUR UND BAEDER";"Kur- Und Bäder GmbH Bad Dürrheim"
20725;100;"P";"PHARMA ALDENHOVEN";"Pharma Aldenhoven GmbH & Co. KG"
20726;100;"P";"MEDITRAST";"Meditrast GmbH"
20727;100;"P";"PENTA-SENSE";"Penta-Sense GmbH"
20728;100;"P";"Tesaro Bio Germany";"Tesaro Bio Germany GmbH Orlando M. C. Correira Mont. De Oliveira"
20729;100;"P";"SF MEDICAL PRODUCTS";"Sf Medical Products GmbH"
20731;100;"P";"JANUS MEDICA";"Janus Medica GmbH"
20733;100;"P";"AUF GEHTS";"Auf Geht'S GmbH"
20734;100;"P";"SPECTRUM BRANDS UK";"Spectrum Brands (Uk) Limited"
20735;100;"P";"HUMAN CARE COMPANY";"Human Care Company Netherlands B.V."
20736;100;"P";"BMT BRAUN GMBH";"Bmt Braun GmbH"
20737;100;"P";"EMLINE MARKETING";"Emline Marketing Emine Dogru"
20738;100;"P";"MEDIVITAL BRAUN";"Medivital Braun GmbH"
20739;100;"P";"OLEAPLANTA AT";"Oleaplanta At GmbH"
20740;100;"P";"IGZ VERTRIEB";"Igz Vertriebs GmbH"
20741;100;"P";"DR. GOTTSCHALK";"Dr. Gottschalk Nahrungsmittel GmbH & Co. KG"
20742;100;"P";"ECO REHATECHNIK";"Eco Rehatechnik GmbH"
20744;100;"P";"BINGOLD";"Bingold GmbH + Co. KG"
20745;100;"P";"BIOCINA";"Biocina Ug (Haftungsbeschräkt) & Co. KG"
20746;100;"P";"MEDIKA MEDIZINTECHNIK";"Medika Medizintechnik GmbH"
20747;100;"P";"FOUNDERHOLICS";"Founderholics GmbH"
20748;100;"P";"STADT APOTHEKE KEHL";"Stadt-Apotheke Albrecht E.K."
20750;100;"P";"GUNTHER DEGENER";"Gunther Degener Handel Gunther Uwe Degener"
20751;100;"P";"ZUECKERLI";"Zückerli AG"
20752;100;"P";"FEELWELL-INTERNATIONAL";"Feelwell-International Skin Pharm Gbr"
20753;100;"P";"APOTHEKE CITY GALERIE";"Apotheke City-Galerie Georg-Dieter Heldmann"
20754;100;"P";"LABORATOIRES BAILLEUL";"Laboratoires Bailleul S.A."
20755;100;"P";"SANUS";"Sanus S.A.R.L."
20757;100;"P";"MEDTECH ADVANCEMENT";"Medtech Advancement"
20758;100;"P";"YVEROVEL";"Yverovel GmbH"
20760;100;"P";"IGA";"Iga GmbH"
20764;100;"P";"YLUMI";"Ylumi Ug (Haftungsbeschränkt)"
20766;100;"P";"UNITED COSMECEUTICAL";"United Cosmeceuticals GmbH"
20767;100;"P";"LEADIANT";"Leadiant GmbH"
20768;100;"P";"SYLTER SALZ MANUFAKTUR";"Sylter Salz Manufaktur Ug (Haftungsbeschränkt)"
20769;100;"P";"UNIQSANA";"Uniqsana GmbH & Co. KG"
20770;100;"P";"HOW-SIT";"How-Sit GmbH & Co. KG"
20771;100;"P";"AYURSANA / BERLIN";"Ayursana GmbH"
20772;100;"P";"BERRYLINE R. NILTOP";"Berryline Rocco Niltop Rocco Niltop"
20773;100;"P";"+ ACTIC MEDICAL";"+ Actic Medical GmbH"
20774;100;"P";"TRIBUS";"Tribus-Zineta Kahlstorff"
20775;100;"P";"NEW MINERALS";"New Minerals Ug (Haftungsbeschränkt) & Co. KG"
20776;100;"P";"ROKITAN";"Rokitan GmbH"
20777;100;"P";"MEDROPHARM";"Medropharm GmbH"
20778;100;"P";"VITALPERFORM";"Vitalperform B.V."
20781;100;"P";"EDMUND GOLDMANN";"Edmund Goldmann Kosmetik GmbH"
20782;100;"P";"PRO DIMI PHARMA";"Pro Dimi Pharma GmbH & Co. KG"
20783;100;"P";"HHP HOME HEALTH PROD";"Hhp Home Health Products GmbH"
20784;100;"P";"BESTPROVITA";"Bestprovita B.V."
20785;100;"P";"MEDI-LINE NATURPRODU";"Medi-Line Naturprodukte Udo Lamek"
20786;100;"P";"NATURE ROCKET";"Nature Rocket GmbH"
20787;100;"P";"OPTIMUS GAN BERLIN";"Optimus Gan Berlin GmbH"
20791;100;"P";"ASCENSIA DIABETES";"Ascensia Diabetes Care Deutschland GmbH"
20792;100;"P";"MARLEN INTERNATIONAL";"Marlen International Healthcare B.V."
20793;100;"P";"FLORAMED/DOERTH";"Floramed GmbH (IFA-Nr:8823)"
20794;100;"P";"INTAN SERVICE PLUS";"Intan Service Plus GmbH & Co. KG"
20795;100;"P";"SWISS SANA ANSTALT";"Swiss Sana Anstalt"
20797;100;"P";"BILONA";"Bilona GmbH"
20798;100;"P";"KERNMED";"Kernmed Christian Kern Christian Kern"
20799;100;"P";"ESSENTIAL PROJECTS";"Essential Projects B.V."
20800;100;"P";"GREEAT";"Greeat Ug (Haftungsbeschränkt)"
20801;100;"P";"SEKISUI DIAGNOSTICS";"Sekisui Diagnostics GmbH"
20802;100;"P";"SANUS NATURA";"Sanus Natura GmbH"
20803;100;"P";"MEDICOVATION";"Medicovation GmbH & Co. KG"
20804;100;"P";"SINOB";"Sinob GmbH"
20805;100;"P";"HIGHDERM";"Highderm GmbH"
20806;100;"P";"PETRA";"Petra GmbH"
20808;100;"P";"DR. MATZEL MEDICAL";"Dr. Matzel Medical GmbH"
20810;100;"P";"ULM HEALTH CARE";"Ulm Health Care GmbH"
20811;100;"P";"HEALTH XL";"Health Xl Bvba"
20812;100;"P";"Techdow Pharma Germany GmbH";"Techdow Pharma Germany GmbH"
20813;100;"P";"FLEXIMED";"Fleximed GmbH"
20814;100;"P";"WUNDERKOPF";"Wunderkopf GmbH"
20815;100;"P";"GRAMME-REVIT";"Gramme-Revit GmbH"
20816;100;"P";"MADAUS & LAUSCHER";"Madaus & Lauscher GmbH"
20817;100;"P";"CANNAMEDICAL PHARMA";"Cannamedical Pharma GmbH"
20818;100;"P";"BODYPLANET";"Bodyplanet GmbH"
20819;100;"P";"ARNOWA";"Arnowa GmbH"
20820;100;"P";"MEDICA-VET";"Medica-Vet Mineral-U. Vitalstoffe Nina Radünz"
20823;100;"P";"VELACELL";"Velacell Ug (Haftungsbeschränkt)"
20824;100;"P";"BRAND AND VISION";"Brand And Vision GmbH"
20826;100;"P";"OSCA";"Osca Ug (Haftungsbeschränkt)"
20827;100;"P";"MEDICAP HOME CARE";"Medicap Home Care GmbH"
20828;100;"P";"FEDDEMA NUTRITION";"Feddema Nutrition Lucas Feddema"
20829;100;"P";"PVG INOVA";"Pvg Inova GmbH"
20830;100;"P";"MEDIZIN-TECHNIK-LEHN";"Medizin-Technik-Lehnert Ralf Lehnert"
20832;100;"P";"NUGENIS";"Nugenis GmbH C/O Lebensaft Stb & Wth"
20834;100;"P";"MLB LAB";"Mlb Lab GmbH"
20835;100;"P";"RELAX PRODUCTS";"Relax Products GmbH"
20836;100;"P";"SIEMSEN";"Siemsen Ep Jörn Siemsen"
20837;100;"P";"FEELGOOD MMD";"Feelgood Mmd GmbH"
20838;100;"P";"ASLAN / AUGSBURG";"Aslan GmbH"
20839;100;"P";"ARTGERECHT";"Artgerecht GmbH"
20840;100;"P";"VEGIFIT";"Vegifit Ug (Haftungsbeschränkt)"
20841;100;"P";"JARFOOD";"Jarfood GmbH"
20843;100;"P";"CELLACTIVA";"Cellactiva GmbH"
20844;100;"P";"VELUVIA";"Veluvia GmbH"
20846;100;"P";"MIRELAN ANIMALHEALTHC.";"Mirelan Animalhealthcare Inh. Kathrin Sarah Mittendorf"
20848;100;"P";"NATURE & LIFE";"Nature & Life GmbH"
20850;100;"P";"FEEL CONCEPTS";"Feel Concepts GmbH"
20851;100;"P";"CECILINA GREEN";"Cecilina Green GmbH"
20852;100;"P";"ELANIX BIOTECHNOLOGIES";"Elanix Biotechnologies AG"
20854;100;"P";"MYOFUNCTIONAL RESEARCH";"Myofunctional Research Europe B.V."
20856;100;"P";"Sanofi-Aventis Deutschland GmbH Selbstmedikation";"Sanofi-Aventis Deutschland GmbH GB Selbstmedikation /Consumer-Care"
20857;100;"P";"VIA NOVA NATURPROD.";"Via Nova Naturprodukte GmbH"
20858;100;"P";"PROPHYDENT";"Prophydent GmbH"
20859;100;"P";"HORIZON PHARMA IRELAND";"Horizon Pharma Ireland Limited"
20861;100;"P";"APOHOMECARE";"Apohomecare GmbH"
20862;100;"P";"DR.OWL-NUTRIHEALTH";"Dr.Owl-Nutrihealth GmbH"
20863;100;"P";"PRECISION DIPPINGS";"Precision Dippings Manufacturing Limited"
20864;100;"P";"AYURVITAL";"Ayurvital GmbH"
20865;100;"P";"PHYTOCOMM LUXEMBOURG";"Phytocomm Luxembourg Sarl"
20866;100;"P";"BEL APPS";"Bel'Apps GmbH Thomas Martin"
20867;100;"P";"SANAVENT";"Sanavent GmbH"
20869;100;"P";"CORENA THERAPEUTICS";"Corena Therapeutics Sagl"
20870;100;"P";"SESDERMA";"Sesderma S.L."
20871;100;"P";"ASPEN MEDICAL";"Aspen Medical Products GmbH"
20872;100;"P";"SCHIMMITAT ARZNEIMITT.";"Schimmitat Arzneimittel GmbH"
20873;100;"P";"QINGDAO FUTURE MEDICAL";"Qingdao Future Medical Technology Co.Ltd."
20874;100;"P";"SALIVI";"Salivi GmbH & Co. KG"
20875;100;"P";"CONSENTIS DIAGNOSTIC";"Consentis Diagnostics GmbH"
20878;100;"P";"ELMAS-VITAL";"Elmas-Vital Inh. Canan Kalali"
20879;100;"P";"MEDICAL VALLEY";"Medical Valley Invest AB AXiromed"
20880;100;"P";"BODYGUARDPHARM";"Bodyguardpharm GmbH"
20881;100;"P";"Abanta Pharma GmbH";"Abanta Pharma GmbH"
20882;100;"P";"URKORNHOF / VORCHDORF";"Urkornhof GmbH"
20884;100;"P";"NODEN PHARMA";"Noden Pharma Dac"
20885;100;"P";"HTL-STREFA";"Htl-Strefa S.A."
20886;100;"P";"STELDINGER/VOLYNSKAJA";"Steldinger/Volynskaja Gbr"
20887;100;"P";"HEIKA TECHN. PRODUKTE";"Heika Technische Produkte GmbH"
20888;100;"P";"KUEHNEL-ORTHOPAEDIE";"Kühnel-Orthopädie Inh. Hannelore Kühnel"
20890;100;"P";"P & R MEDICAL";"P & R Medical"
20891;100;"P";"CAMBROOKE THERAPEUTICS";"Cambrooke Therapeutics International Ltd"
20892;100;"P";"BMR HEALTH";"Bmr Health GmbH"
20894;100;"P";"COMED";"Comed Oy"
20896;100;"P";"PRIMAL LIFE";"Primal Life Ug (Haftungsbeschränkt)"
20897;100;"P";"FECAM";"Fecam GmbH"
20898;100;"P";"T2Pharma GmbH";"T2Pharma GmbH"
20899;100;"P";"BO BERLIN ORGANICS";"Bo Berlin Organics GmbH"
20900;100;"P";"PUMPKIN ORGANICS";"Pumpkin Organics GmbH"
20902;100;"P";"PROTO GLOBAL";"Proto Global GmbH"
20903;100;"P";"IVY HEALTH";"Ivy Health S.L."
20904;100;"P";"THE BOTANICALS";"The Botanicals AG"
20905;100;"P";"Dompe Farmaceutici S.p.A.";"Dompe Farmaceutici S.p.A."
20906;100;"P";"Alfasigma S.p.A.";"Alfasigma S.p.A."
20907;100;"P";"STRATPHARMA";"Stratpharma AG"
20908;100;"P";"ALFA DISTRIBUERE";"Alfa Distribuere GmbH"
20909;100;"P";"VENOCARE-MED";"Venocare-Med GmbH"
20910;100;"P";"CICONIA PHARMA";"Ciconia Pharma B.V."
20911;100;"P";"IDEAL PROTEIN";"Ideal Protein GmbH"
20912;100;"P";"ECOTRADE";"Ecotrade GmbH"
20913;100;"P";"MMI HOLDING";"Mmi Holding GmbH"
20914;100;"P";"DR. CEBE MEDICAL";"Dr. Cebe Medical Ltd. & Co. KG"
20915;100;"P";"AHEAD";"Ahead GmbH"
20916;100;"P";"QINEVA";"Qineva GmbH"
20917;100;"P";"DR. KALBE";"Dr. Kalbe GmbH"
20918;100;"P";"FF FOERDE FORSCHUNG";"Ff Förde Forschung GmbH"
20919;100;"P";"HEINRICH KLENK/CANNAB.";"Heinrich Klenk GmbH & Co. KG Gb - Cannabis"
20920;100;"P";"HERBALIND";"Herbalind Ggmbh Integrationsunternehmen Für Menschen Mit Behinderung"
20921;100;"P";"BELMEDO";"Belmedo Ug Claus Friedrich Beilharz"
20922;100;"P";"ELIXR";"Elixr GmbH"
20923;100;"P";"PROCUR MEDICAL";"Procur Medical Ug (Haftungsbeschränkt)"
20924;100;"P";"DR. ROSEFID MEDZINPROD";"Dr. Rosefid Medizinprodukte E.K."
20925;100;"P";"FUNKE MEDICAL";"Funke Medical AG"
20927;100;"P";"NOVOFORM";"Novoform S.L."
20928;100;"P";"PRESTIGE BRANDS";"Prestige Brands GmbH"
20929;100;"P";"MEDDEPOT";"MedDepot Handelsgesellschaft mbH"
20930;100;"P";"GREEN OFFIZIN";"Green Offizin S.R.L."
20931;100;"P";"FUERSTENMED HEALTH";"Fürstenmed Health Nutrition Ug (Haftungsbeschränkt)"
20933;100;"P";"OMEGA3ZONE";"Omega3zone E.K."
20934;100;"P";"LIMUCAN";"Limucan GmbH"
20935;100;"P";"SPEKTRUM CANNABIS";"Spektrum Cannabis GmbH"
20936;100;"P";"NAVIMOL";"Navimol Ug (Haftungsbeschränkt)"
20937;100;"P";"ZEENDER-HEALTH";"Zeender-Health"
20938;100;"P";"ERGOMAX";"Ergomax B.V."
20940;100;"P";"HUMANA";"Humana GmbH"
20941;100;"P";"WATERPIK INTERNATIONAL";"Waterpik International Inc."
20943;100;"P";"PHARMACOSMOS";"Pharmacosmos GmbH"
20944;100;"P";"BAHNHOF APOTHEKE";"Bahnhof-Apotheke Deborah Hof-Klatt"
20945;100;"P";"KIWISTO";"Kiwisto GmbH & Co. KG"
20946;100;"P";"HORECA24";"Horeca24 Kg"
20947;100;"P";"APOTHEKE RATHAUS GAL";"Apotheke Rathaus Galerie Peter Ricken E.K."
20948;100;"P";"FROOGGIES";"Frooggies AG"
20949;100;"P";"APONEO APOTHEKE";"Aponeo Apotheke Konstantin Primbas E.K."
20950;100;"P";"ALPINIA LAUDANUM";"Alpinia Laudanum GmbH"
20951;100;"P";"ELIXIR FORTE";"Elixir Forte GmbH"
20952;100;"P";"LEGATIO DEUTSCHLAND";"Legatio Deutschland GmbH"
20953;100;"P";"DELNAVA PHARMA GROSSHA";"Delnava Pharma Großhandel"
20954;100;"P";"ALLOMEDIC";"Allomedic GmbH"
20955;100;"P";"GRINSTONE";"Grinstone GmbH"
20956;100;"P";"CORA COREL";"Cora Corel Inh. Dinu Bageacu-Deininger"
20957;100;"P";"PETVET";"Petvet GmbH"
20958;100;"P";"L-MEDICAL J. LUECK";"L-Medical Jürgen Lück Med. Technik"
20961;100;"P";"MAMAJOO";"Mamajoo GmbH Ceyhun Müstecaplioglu"
20962;100;"P";"M. REICH GMBH";"M. Reich GmbH"
20963;100;"P";"SALUCOR";"Salucor GmbH"
20964;100;"P";"FAP-FIRST AID PRODUCTS";"Fap - First Aid Products GmbH"
20965;100;"P";"HYGWAKOLL DEUTSCHLAND";"Hygwakoll Deutschland Sandro Brandenburg"
20966;100;"P";"DREBIMED";"Drebimed GmbH"
20967;100;"P";"GERMAVITA";"Germavita GmbH"
20968;100;"P";"APOM&M";"Apom&M Apotheken-Manufaktur- Und Marken-Partner GmbH"
20969;100;"P";"ERNST JOSEPH LUTTER";"Ernst Joseph Lutter Handelsagentur E.K."
20970;100;"P";"WE PHARMA";"We Pharma Ltd Trading As Wep Clinical"
20971;100;"P";"INSTITUT DR RILLING";"Institut Dr. Rilling Healthcare GmbH"
20972;100;"P";"VITA7";"Vita7 GmbH"
20973;100;"P";"GENERAL TOPICS DTL.";"General Topics Deutschland GmbH"
20974;100;"P";"ICP-ANALYTIK";"Icp-Analytik & Co. KG Apotheken-Labor"
20975;100;"P";"NATUERLICH VERTRIEBS";"Natürlich - Vertriebsgesellschaft Mbh & Co. KG"
20976;100;"P";"AN SCHWEIZ";"An Schweiz AG"
20977;100;"P";"MEDCONCERT / LAUFELD";"Medconcert Gbr"
20978;100;"P";"BAERBEL DREXEL";"Bärbel Drexel GmbH"
20981;100;"P";"COCONUT BUSINESS";"Coconut Business GmbH"
20982;100;"P";"ACANCHIA";"Acanchia Ug (Haftungsbeschränkt) & Co. KG"
20983;100;"P";"TIEDTKE-MEDICAL";"Tiedtke-Medical Ralph Tiedtke"
20984;100;"P";"UBC BETEILIGUNGEN";"Ubc Beteiligungen GmbH"
20985;100;"P";"NATURKRAFT LIFE";"Naturkraft Life GmbH"
20986;100;"P";"ZIMMER BIOMET DEUTSCHL";"Zimmer Biomet Deutschland GmbH"
20987;100;"P";"VIVATIS ARZNEIMITTEL";"Vivatis Arzneimittel GmbH"
20988;100;"P";"VITABIOTICS";"Vitabiotics Limited"
20989;100;"P";"MEDIBOND";"Medibond GmbH"
20990;100;"P";"ALLGAEUQUELLE NATURPR.";"Allgäuquelle Naturprodukte GmbH"
20991;100;"P";"INGRID GOERGEN MEDICAL";"Ingrid Goergen Medical-Imports E.K."
20993;100;"P";"MEDIGROBA MEDIZINTECH.";"Medigroba Medizintechnische Großhandlung GmbH"
20994;100;"P";"DREIKRAUT";"Dreikraut E.K."
20995;100;"P";"MONUMENTS";"Monuments Handelsgesellschaft Mbh"
20996;100;"P";"DIE THOR APOTHEKE";"Die Thor Apotheke Jörg Thorwarth Jörg Thorwarth"
20997;100;"P";"CARPASTRETCH";"Carpastretch GmbH Konservative Behandlung Kts Ohne Op"
20998;100;"P";"OLIVEDA DEUTSCHLAND";"Oliveda Deutschland GmbH"
20999;100;"P";"BEST1CARE";"Best1care GmbH"
21001;100;"P";"WELLNESS INNOVATIONS";"Wellness Innovations B.V. Testa Omega 3"
21002;100;"P";"BLANKENBURG MEDICAL";"Blankenburg Medical Denise Blankenburg"
21003;100;"P";"KULIG TRADING";"Kulig Trading GmbH & Co. KG Herba Novum"
21004;100;"P";"REMAES";"Remaes GmbH"
21005;100;"P";"YSAMIN";"Ysamin Limited"
21006;100;"P";"SAFI TOTES MEERPROD.";"Safi Totes Meerprodukte Etemad Ramadan"
21007;100;"P";"DR. ANTON NATURAL CARE";"Dr. Anton Natural Care Deutschland GmbH"
21008;100;"P";"OLCHA BIOMED";"Olcha Biomed GmbH"
21009;100;"P";"KOLBPHARMA";"Kolbpharma GmbH"
21010;100;"P";"CARDINAL HEALTH GERM.";"Cardinal Health Germany 507 GmbH"
21012;100;"P";"DR. BRONNERS EUROPE";"Dr. Bronner'S Europe GmbH"
21013;100;"P";"ERIS PHARMA";"Eris Pharma GmbH"
21014;100;"P";"CERAVE";"L'Oreal Deutschland GmbH Geschäftsbereich Cerave"
21015;100;"P";"NATUGENA";"Natugena GmbH"
21016;100;"P";"FRANZ KALFF";"Franz Kalff GmbH"
21017;100;"P";"GREATCARE MEDICAL";"Greatcare Medical GmbH"
21018;100;"P";"UNA PHARMA";"Una Pharma GmbH"
21019;100;"P";"STT";"Stt GmbH Diabetescare"
21020;100;"P";"C&G DEUTSCHLAND";"C&G Deutschland GmbH"
21021;100;"P";"TEMEDICA";"Temedica GmbH"
21022;100;"P";"C.L. ENTERPRISE";"C.L. Enterprise GmbH"
21023;100;"P";"Sanofi-Aventis Deutschland GmbH";"Sanofi-Aventis Deutschland GmbH GB Seltene Erkrankungen + Multiple Sklerose"
21024;100;"P";"MIBETEC";"Mibetec GmbH"
21025;100;"P";"Biomarin International Ltd.";"Biomarin International Ltd."
21027;100;"P";"Aaha Pharma GmbH";"Aaha Pharma GmbH"
21028;100;"P";"HARMONIUM DEUTSCHLAND";"Harmonium Deutschland GmbH"
21029;100;"P";"METROPOLITAN MUENCHEN";"Metropolitan Pharmaceuticals GmbH Mama Aua Deutschland"
21030;100;"P";"AQUAPRESEN SWISS";"Aquapresen Swiss AG"
21031;100;"P";"NEOPRETATION";"Neopretation GmbH"
21032;100;"P";"ARDUVERE";"Arduvere GmbH Naturkosmetik"
21033;100;"P";"HAPPYPO PRODUCTS";"Happypo Products GmbH"
21035;100;"P";"STEBA Biotech S.A.";"STEBA Biotech S.A."
21036;100;"P";"Proveca Limited";"Proveca Limited"
21037;100;"P";"JOVI INTERNAT. TRADING";"Jovi International Trading Ug (Haftungsbeschränkt) Viktor Svetlov"
21038;100;"P";"COLLAGILE";"Collagile GmbH"
21039;100;"P";"GERMAN STANDARD PSP";"German Standard Psp Pharma GmbH"
21040;100;"P";"AMISAR MUNICH BIOHEAL.";"Amisar Munich Biohealth GmbH"
21041;100;"P";"SYVATS";"Syvats GmbH"
21042;100;"P";"CALMTERRA VERTRIEB";"Calmterra Vertriebs GmbH"
21043;100;"P";"REKONMED";"Rekonmed GmbH Sandra Michaela Scheffold"
