"ID";"COMPANYID";"SEQNO";"CONTACTNAME1";"CONTACTNAME2";"COUNTRYCATALOGID";"COUNTRYCODE";"ZIP";"CITY";"STREET";"STREETNUMBER";"POBZIP";"POBCITY";"POBNUMBER";"ADDRESSTYPECATALOGID";"ADDRESSTYPECODE"
51754;19798;1;"Gülteks Dis Ticaret Ltd. Sti";"";;"";"31080";"Antakya / Hatay";"Orhanli Mah. Kurtulus Cad. No:198";"";"";"";"";202;"C"
51755;19799;1;"Sunday Natural Products GmbH";"";101;"DE";"10785";"Berlin";"Potsdamer Str.";"81c";"";"";"";202;"C"
51757;19801;1;"Zetzsche & Co. GmbH";"";101;"DE";"20148";"Hamburg";"Johnsallee";"33";"";"";"";202;"C"
51758;19802;1;"Medicinalis D.O.O.";"";101;"SI";"1000";"Ljubljana";"Savska Cesta";"10";"";"";"";202;"C"
51759;19803;1;"Vitavelle Ug (Haftungsbeschränkt)";"";101;"DE";"03149";"Forst";"Parkstr.";"19";"";"";"";202;"C"
51760;19804;1;"Aquabio Natural Cosmetics GmbH";"";101;"DE";"31785";"Hameln";"Münsterkirchhof";"13";"";"";"";202;"C"
51763;19807;1;"Adequapharm GmbH";"";101;"DE";"13507";"Berlin";"Am Borsigturm";"42";"";"";"";202;"C"
51764;19808;1;"Alpha Pharmaceuticals GmbH";"";101;"DE";"16348";"Wandlitz";"Hauptstr.";"61A";"";"";"";202;"C"
51765;19809;1;"Dental1000 Dr. Dr. Thomas Kamyszek";"";101;"DE";"58313";"Herdecke";"Weg Am Eckenkamp";"12";"";"";"";202;"C"
51766;19810;1;"Zaidamed KG";"";101;"DE";"13347";"Berlin";"Heinz-Galinski-Str.";"12";"";"";"";202;"C"
51769;19813;1;"Del┤Fiasi GmbH";"";101;"DE";"22299";"Hamburg";"Winterhuder Marktplatz";"17";"";"";"";202;"C"
51770;19814;1;"Embella GmbH";"";101;"DE";"20149";"Hamburg";"Jungfrauenthal";"33";"";"";"";202;"C"
51771;19815;1;"Bären-Apotheke Dr. Jochen Vetter";"";101;"DE";"72072";"Tübingen";"Heinlenstr.";"14";"";"";"";202;"C"
51776;19820;1;"Hofgut Storzeln GmbH Simon Schorre";"";101;"DE";"78247";"Hilzingen";"Storzeln";"1";"";"";"";202;"C"
51778;19822;1;"Imm Institut Für Mitochondriale Medizin Dr. Med. Bernd Michael Löffler";"";101;"DE";"10623";"Berlin";"Knesebeckstr.";"68-69";"";"";"";202;"C"
51780;19824;1;"Ascafamed GmbH";"";101;"DE";"63533";"Mainhausen";"Eifelstr.";"2";"63527";"Mainhausen";"1048";202;"C"
51781;19825;1;"Sveru Sport & Vertrieb GmbH";"";101;"DE";"06110";"Halle";"Bernhardystr.";"35";"";"";"";202;"C"
51784;19828;1;"DEMO Pharmaceuticals GmbH";"";101;"DE";"85399";"Hallbergmoos";"Am Söldnermoos";"17";"";"";"";202;"C"
51785;19829;1;"Proceanis GmbH";"";101;"DE";"20099";"Hambug";"Lohmühlenstr.";"1";"";"";"";202;"C"
51786;19830;1;"Wefis GmbH";"";101;"DE";"50996";"Köln";"Konrad-Adenauer-Str.";"25";"";"";"";202;"C"
51787;19831;1;"Vipurel GmbH";"";101;"DE";"83624";"Otterfing";"Hienlohestr.";"24";"";"";"";202;"C"
51789;19833;1;"Infumed Med. Schlauchsysteme Und Filtertechnik GmbH";"";101;"DE";"26655";"Westerstede";"Am Detershof";"31";"26655";"Westerstede";"1510";202;"C"
51790;19834;1;"H-Test GmbH";"";101;"AT";"5163";"Mattsee";"Salzburger Str.";"28";"5163";"Mattsee";"22";202;"C"
51791;19835;1;"Gxp Logistics Services GmbH";"";101;"DE";"79539";"Lörrach";"Marie-Curie-Str.";"8";"";"";"";202;"C"
51792;19836;1;"PHILPHARMA GmbH";"";101;"DE";"50374";"Erftstadt";"Goldenbergstr.";"46";"50358";"Erftstadt";"2404";202;"C"
51793;19837;1;"Fidia Pharma GmbH";"";101;"DE";"40789";"Monheim am Rhein";"Opladener Str.";"149";"";"";"";202;"C"
51794;19838;1;"G.L. Pharma GmbH";"";101;"AT";"8502";"Lannach";"Schlossplatz";"1";"";"";"";202;"C"
51797;19841;1;"Atnahs Pharma UK Limited";"";101;"GB";"SS14 3FR";"Basildon";"Sovereign House - Miles Gray Road";"";"";"";"";202;"C"
51798;19842;1;"Orasan GmbH";"";101;"DE";"14532";"Kleinmachnow";"Auf Der Reutte";"7";"";"";"";202;"C"
51800;19844;1;"Akanni Healthcare GmbH";"";101;"DE";"97346";"Iphofen";"Krassolzheimer Str.";"47";"";"";"";202;"C"
51802;19846;1;"Renew Medical Inc.";"";101;"US";"CA 94404";"Foster City";"1065 E Hillsdale Blvd. Suite 410";"";"";"";"";202;"C"
51804;19848;1;"Joe Bennett Management GmbH";"";101;"DE";"40215";"Düsseldorf";"Königsallee";"61";"";"";"";202;"C"
51805;19849;1;"Bio House B.V.";"";101;"NL";"7312 RS";"Apeldoorn";"Jacob Marisstraat";"31";"7300 AD";"Apeldoorn";"196";202;"C"
51808;19852;1;"Pharming Technologies B.V.";"";101;"NL";"2333 CR";"Leiden";"Darwinweg";"24";"";"";"";202;"C"
51812;19856;1;"Echtes Opc Kg";"";101;"DE";"63450";"Hanau";"Philippsruher Allee";"4a";"";"";"";202;"C"
51813;19857;1;"Cormedix Europe GmbH";"";101;"DE";"36037";"Fulda";"Am Alten Schlachthof";"4";"";"";"";202;"C"
52031;19862;1;"Wachswerk Dirk-Hinrich Otto";"";101;"DE";"45219";"Essen";"Schmachtenbergstr.";"172";"";"";"";202;"C"
52032;19863;1;"Camurus AB GB Medical Devices";"";101;"SE";"22370";"Lund";"Ideon Science Park";"";"";"";"";202;"C"
52034;19865;1;"Kiolog.Iq Nutrition GmbH";"";101;"DE";"66119";"Saarbrücken";"Kirchwies";"4";"";"";"";202;"C"
52036;19867;1;"Krefal Handels GmbH";"";101;"DE";"47839";"Krefeld";"Klever Str.";"130";"";"";"";202;"C"
52037;19868;1;"4m Medical GmbH";"";101;"DE";"22419";"Hamburg";"Essener Str. 4 Geb. D3";"";"";"";"";202;"C"
52038;19869;1;"Leufen Medical GmbH";"";101;"DE";"14167";"Berlin";"Gustav-Krone-Str.";"7";"";"";"";202;"C"
52039;19870;1;"Bitkideryasi Hilal Akca Nahrungs-Ergänzungsmittel Import/Export";"";101;"DE";"68159";"Mannheim";"G 3.2";"";"";"";"";202;"C"
52040;19871;1;"Erka Kallmeyer Medizintechnik GmbH & Co. KG";"";101;"DE";"83646";"Bad Tölz";"Im Farchet";"15";"";"";"";202;"C"
52042;19873;1;"Pharmann Ltd.";"";101;"PL";"93-231";"Lodz";"Dostawczastr.";"17";"";"";"";202;"C"
52043;19874;1;"Viomed Vertriebs GmbH";"";101;"DE";"14797";"Kloster Lehnin";"Berliner Str.";"90";"";"";"";202;"C"
52044;19875;1;"Vitane Pharma GmbH";"";101;"DE";"82515";"Wolfratshausen";"Pfaffenrieder Str.";"7";"";"";"";202;"C"
52046;19877;1;"Deo2 (Deo Hoch Zwei) Alexander Scharafin";"";101;"DE";"60385";"Frankfurt Am Main";"Habsburgerallee";"112";"";"";"";202;"C"
52047;19878;1;"Fileder Filter Systems Europe GmbH";"";101;"DE";"63741";"Aschaffenburg";"Lauestr.";"5";"";"";"";202;"C"
52048;19879;1;"Contracare GmbH";"";101;"DE";"90429";"Nürnberg";"Bärenschanzstr.";"2";"90246";"Nürnberg";"810129";202;"C"
52049;19880;1;"7b Direkt Handels- Und Verwaltungs- GmbH";"";101;"DE";"82256";"Fürstenfeldbruck";"Livry-Gargan-Str.";"10";"";"";"";202;"C"
52052;19883;1;"Wellpursan GmbH";"";101;"AT";"6380";"St. Johann";"Schmiedweg";"6";"6380";"St. Johann";"2";202;"C"
52054;19885;1;"Zirbenkugel GmbH";"";101;"AT";"6075";"Tulfes";"Tulferberg";"51";"";"";"";202;"C"
52057;19888;1;"Lamed Vertriebsgesellschaft Mbh Für Medizintechnische Produkte";"";101;"DE";"82041";"Oberhaching";"Gleissentalstr.";"5a";"";"";"";202;"C"
52058;19889;1;"Memax Medizinprodukte GmbH";"";101;"DE";"79110";"Freiburg";"Ensisheimer Str.";"6";"";"";"";202;"C"
52059;19890;1;"Cocobe B.V.";"";101;"NL";"4836 AR";"Breda";"Dr. Schaepmanlaan";"27";"";"";"";202;"C"
52061;19892;1;"G&B Vertriebs Verwaltungs GmbH";"";101;"DE";"01723";"Kesselsdorf";"Zur Erholung";"12";"";"";"";202;"C"
52062;19893;1;"Vetrisol S.R.O.";"";101;"CZ";"15200";"Praha";"Renoirova 1051/2a";"";"";"";"";202;"C"
52063;19894;1;"AstraZeneca GmbH Gb - Bretaris / Brimica";"";101;"DE";"22880";"Wedel";"Tinsdaler Weg";"183";"";"";"";202;"C"
52064;19895;1;"Kaan GmbH Taner Erdogan";"";101;"DE";"71229";"Leonberg";"Hinterer Bergweg";"6";"";"";"";202;"C"
52065;19896;1;"Kimal GmbH";"";101;"DE";"41540";"Dormagen";"Hamburger Str.";"26";"";"";"";202;"C"
52066;19897;1;"Streifeneder Ortho.Production GmbH";"";101;"DE";"82275";"Emmering";"Moosfeldstr.";"10";"";"";"";202;"C"
52068;19899;1;"Kingnature GmbH";"";101;"CH";"8308";"Zürich";"Staubstr.";"1";"";"";"";202;"C"
52069;19900;1;"Lutor Trading & Distribution Limited Lutz Steffen Kromp";"";101;"DE";"50823";"Köln";"Stammstr.";"97";"";"";"";202;"C"
52070;19901;1;"LETI Pharma GmbH";"";101;"DE";"85737";"Ismaning";"Gutenbergstr.";"10";"";"";"";202;"C"
52071;19902;1;"HABITUM PHARMA Volker Stephan e. K.";"";101;"DE";"55543";"Bad Kreuznach";"Agricolastr.";"8";"";"";"";202;"C"
52073;19904;1;"Kontakt-Kooperation Jiri Rysanek";"";101;"DE";"67373";"Dudenhofen";"Goethestr.";"50";"";"";"";202;"C"
52074;19905;1;"Tyra-X Intercontinental Inh. Andrea Karina Lenk";"";101;"DE";"76456";"Kuppenheim";"Hafnerstr.";"4";"";"";"";202;"C"
52075;19906;1;"Nölle Nodeko Betriebs- GmbH";"";101;"DE";"59872";"Meschede";"Im Schlahbruch";"20-22";"";"";"";202;"C"
52076;19907;1;"Mediashop Holding GmbH";"";101;"AT";"2620";"Neunkirchen";"Schwarzottstr.";"2a";"";"";"";202;"C"
52077;19908;1;"Nipro Diagnostics Germany GmbH";"";101;"DE";"40882";"Ratingen";"Kokkolastr.";"5";"";"";"";202;"C"
52078;19909;1;"diabetikerbedarf db GmbH";"";101;"DE";"48429";"Rheine";"Walshagenstr.";"127";"48403";"Rheine";"1362";202;"C"
52080;19911;1;"Amet Europa GmbH";"";101;"DE";"41363";"Jüchen";"Neusser Str.";"120";"";"";"";202;"C"
52082;19913;1;"Ditramet GmbH & Co. KG";"";101;"DE";"07937";"Zeulenroda-Triebes";"Am Waldstadion";"5";"";"";"";202;"C"
52083;19914;1;"Think Pipe Line Sl";"";101;"ES";"08243";"Manresa";"Calle Llibertat 12 Bajo";"";"";"";"";202;"C"
52084;19915;1;"Bo-Tape GmbH";"";101;"DE";"23843";"Bad Oldeslohe";"Bickbüschen";"71";"";"";"";202;"C"
52085;19916;1;"Yathan Medizinprodukte GmbH";"";101;"DE";"10369";"Berlin";"Franz-Jacob-Str.";"4A";"";"";"";202;"C"
52086;19917;1;"Riepharm Großhandels GmbH";"";101;"DE";"01589";"Riesa";"Robert-Koch-Str.";"30";"";"";"";202;"C"
52087;19918;1;"Nihat Yesilbag";"";101;"DE";"10997";"Berlin";"Eisenbahnstr.";"37";"";"";"";202;"C"
52089;19920;1;"Nordesta GmbH";"";101;"DE";"81479";"München";"Flötnerweg";"8";"";"";"";202;"C"
52090;19921;1;"Eumedica S.A.";"";101;"BE";"1180";"Brüssel";"Avenue Winston Churchill";"67";"";"";"";202;"C"
52093;19924;1;"Crawford Healthcare GmbH";"";101;"DE";"83626";"Valley / Oberlaindern";"Medizinpark";"1";"";"";"";202;"C"
52094;19925;1;"Cloetta Deutschland GmbH";"";101;"DE";"46395";"Bocholt";"Neutorplatz";"4";"46365";"Bocholt";"1510";202;"C"
52095;19926;1;"Pdig Produkte Und Dienstleistungen Im Gesundheitswesen Klaus Brandt";"";101;"DE";"74889";"Sinsheim";"Augrund";"65";"";"";"";202;"C"
52097;19928;1;"Ce Medizinprodukte GmbH";"";101;"DE";"59075";"Hamm";"Waterkamp";"4";"";"";"";202;"C"
52098;19929;1;"Therascience Germany GmbH";"";101;"DE";"56766";"Ulmen";"Am Maibüsch";"6";"";"";"";202;"C"
52099;19930;1;"Doi Ortho-Innovativ GmbH";"";101;"DE";"87439";"Kempten";"Memminger Str.";"104";"";"";"";202;"C"
52100;19931;1;"Abundance & Health Limited";"";101;"IE";"";"Waterford";"Profitpal 1 Maritane Gate Canada Stree";"";"";"";"";202;"C"
52101;19932;1;"Brand Pharma Eood";"";;"";"4000";"Plovdiv";"Kapitan Raicho Str.";"32";"";"";"";202;"C"
52105;19936;1;"Proctect GmbH";"";101;"DE";"72074";"Tübingen";"Dorfackerstr.";"26";"";"";"";202;"C"
52107;19938;1;"Gerhard Zach-Rosinka";"";101;"DE";"12687";"Berlin";"Mehrower Allee";"22";"";"";"";202;"C"
52108;19939;1;"Apofaktur E.K. Thomas Von Künsberg Sarre";"";101;"DE";"70734";"Fellbach";"Bahnhofstr.";"52";"";"";"";202;"C"
52109;19940;1;"Alto-Products Im- Und Export GmbH Gb - Ahs Alto Hospital Service";"";101;"DE";"40589";"Düsseldorf";"Am Trippelsberg";"110";"";"";"";202;"C"
52110;19941;1;"Attract Kft.";"";101;"HU";"7624";"Pecs";"Barbakan Ter";"5";"";"";"";202;"C"
52111;19942;1;"Vkf Renzel GmbH";"";101;"DE";"46419";"Isselburg";"Im Geer";"15";"";"";"";202;"C"
52112;19943;1;"Fittydent International GmbH";"";101;"AT";"1230";"Wien";"Carlbergergasse 38/Top 3/1 Og";"";"";"";"";202;"C"
52113;19944;1;"Anovona Medsupps GmbH";"";101;"DE";"92361";"Berngau";"Bergstr.";"8";"";"";"";202;"C"
52114;19945;1;"Gofit Gesundheit GmbH";"";101;"AT";"8644";"Mürzhofen";"Wiener Str.";"7";"";"";"";202;"C"
52119;19950;1;"Cagequeen Sportswear Ug";"";101;"DE";"22926";"Ahrensburg";"Tannenweg";"28";"";"";"";202;"C"
52122;19953;1;"Mittelweser Heilquellen GmbH";"";101;"DE";"31582";"Nienburg / Weser";"Auf Dem Kampe";"3a";"31569";"Nienburg / Weser";"2006";202;"C"
52123;19954;1;"Guthy-Renker Europe Ab";"";101;"SE";"21422";"Malmö";"Ängelholmsgatan";"1C";"20120";"Malmö";"86";202;"C"
52125;19956;1;"Tupfis Mark Nieswandt";"";101;"DE";"26122";"Oldenburg";"Bernhardstr.";"32";"";"";"";202;"C"
52126;19957;1;"Institut Georges Lopez Sas";"";101;"FR";"69380";"Lissieu";"Parc Terti.D.Bois Dieu-Rn6 1allee D.Chev";"";"";"";"";202;"C"
52127;19958;1;"Waldemar Link GmbH & Co. KG";"";101;"DE";"22339";"Hamburg";"Barkhausenweg";"10";"";"";"";202;"C"
52128;19959;1;"Pädia GmbH";"";101;"DE";"64646";"Heppenheim";"Von-Humboldt-Str.";"1";"64630";"Heppenheim";"1267";202;"C"
52129;19960;1;"Primius Lab Limited";"";;"";"WC1X 9BS";"London";"48 Britannia Street";"";"";"";"";202;"C"
52130;19961;1;"Pharmatis GmbH";"";101;"DE";"49205";"Hasbergen";"Hansastr.";"15";"";"";"";202;"C"
52131;19962;1;"Hjs Consulting Hans-Jürgen Schmidt";"";101;"DE";"79395";"Neuenburg";"Schulergärten";"13";"";"";"";202;"C"
52132;19963;1;"Helmut Schwarz GmbH";"";101;"DE";"88316";"Isny";"Rengers";"6";"88308";"Isny";"1452";202;"C"
52133;19964;1;"Senana Ecommerce Ug (Haftungsbeschränkt) & Co. KG";"";101;"DE";"50937";"Köln";"Luxemburger Str.";"208";"";"";"";202;"C"
52134;19965;1;"Saalmann Medical GmbH & Co. KG";"";101;"DE";"32547";"Bad Oeynhausen";"Südbahnstr.";"34";"";"";"";202;"C"
52135;19966;1;"Trendhouse Hausgeräte GmbH";"";101;"AT";"9500";"Villach";"Auenweg";"37";"";"";"";202;"C"
52193;19968;1;"Marvida GmbH & Co. KG";"";101;"DE";"67227";"Frankenthal";"Hammstr.";"1";"67201";"Frankenthal";"1151";202;"C"
52195;19970;1;"Pharcona GmbH";"";101;"DE";"48683";"Ahaus";"Benzstr.";"1";"";"";"";202;"C"
52197;19972;1;"Wohldorff GmbH";"";101;"DE";"20354";"Hamburg";"Neuer Wall";"72";"";"";"";202;"C"
52198;19973;1;"Natural Fresh GmbH";"";101;"CH";"8409";"Winterthur";"Birchwaldstr.";"29";"";"";"";202;"C"
52199;19974;1;"Fdc Pharma";"";;"";"PO15 7FE";"Whiteley Fareham Hampshire";"Unit 6 Fulcrum1solent Way Sol.Bis.Park";"";"";"";"";202;"C"
52200;19975;1;"Sima GmbH & Co. KG";"";101;"DE";"63755";"Alzenau";"An Der Hühnerhecke";"5";"";"";"";202;"C"
52201;19976;1;"Multinova Ug (Haftungsbeschränkt)";"";101;"DE";"21614";"Buxtehude";"Blaubeerweg";"27";"";"";"";202;"C"
52288;19979;1;"Pharmaselect International Beteiligungs GmbH";"";101;"AT";"1020";"Wien";"Ernst-Melchior-Gasse";"20";"";"";"";202;"C"
52289;19980;1;"Bio Spectra";"";;"";"H2T 2A4";"Montreal";"5605 De Gaspe Suite 401";"";"";"";"";202;"C"
52290;19981;1;"Krugmann GmbH";"";101;"DE";"60549";"Frankfurt am Main";"De-Saint-Exupery-Str.";"10";"";"";"";202;"C"
52291;19982;1;"Don Dandrea Deutschland AG";"";101;"DE";"60308";"Frankfurt Am Main";"Friedrich-Ebert-Anlage";"49";"60006";"Frankfurt Am Main";"100603";202;"C"
52292;19983;1;"Dr. Alber Health Products GmbH";"";101;"DE";"69120";"Heidelberg";"Schweizerweg";"3";"";"";"";202;"C"
52295;19986;1;"Pharventia GmbH";"";101;"DE";"61462";"Königstein";"Limburger Str.";"50";"";"";"";202;"C"
52296;19987;1;"J. Uriach Y Compania S.A.";"";101;"ES";"08184";"Palau-Solita I Plegamans";"Cami Reial";"51-57";"";"";"";202;"C"
52297;19988;1;"Babys Life Deutschland GmbH";"";101;"DE";"41564";"Kaarst";"Daimlerstr.";"10";"";"";"";202;"C"
52298;19989;1;"Pharmadermal Gbr Manfred Helmut Kutter";"";101;"DE";"36037";"Fulda";"Am Stockhaus";"9";"";"";"";202;"C"
52299;19990;1;"Primo Marketing Und Vertrieb GmbH";"";101;"DE";"77654";"Offenburg";"Moltkestr.";"30-32";"";"";"";202;"C"
52300;19991;1;"Evepacks B.V.";"";101;"NL";"1506 WR";"Zaandam";"Irene Vorrinkplein";"40i";"";"";"";202;"C"
52301;19992;1;"Pro Senior Hubert Vogt E.K.";"";101;"DE";"89257";"Illertissen";"Ulrichstr.";"15";"89257";"Illertissen";"1025";202;"C"
52302;19993;1;"Lenthe & Licht Kg";"";101;"DE";"28876";"Oyten";"Sagehorner Dorfstr.";"56";"";"";"";202;"C"
52303;19994;1;"Werner Dorsch GmbH";"";101;"DE";"64807";"Dieburg";"Dieselstr.";"13";"";"";"";202;"C"
52304;19995;1;"Hausana GmbH";"";101;"DE";"84056";"Rottenburg";"Marktstr.";"28";"";"";"";202;"C"
52308;19999;1;"Nutrifa GmbH";"";101;"DE";"22962";"Siek";"Hauptstr.";"1a";"";"";"";202;"C"
52309;20000;1;"Wir Leben-Apotheken Inh. D. Düvel E.K.";"";101;"DE";"21436";"Marschacht";"Elbufer Str.";"86a";"";"";"";202;"C"
52312;20003;1;"Falcento GmbH";"";101;"DE";"78462";"Konstanz";"Obere Laube";"44";"";"";"";202;"C"
52314;20005;1;"KCI Medizinprodukte GmbH";"";101;"DE";"65203";"Wiesbaden";"Hagenauer Str.";"47";"";"";"";202;"C"
52316;20007;1;"Ovidoplus Healthfood Ug Markus Kurz";"";101;"DE";"40213";"Düsseldorf";"Wallstr.";"12";"";"";"";202;"C"
52317;20008;1;"Onkontor GmbH";"";101;"DE";"83022";"Rosenheim";"Wittelsbacherstr.";"9";"";"";"";202;"C"
52318;20009;1;"Medipharm-Otc GmbH";"";101;"AT";"6330";"Kufstein";"Inngasse";"6";"";"";"";202;"C"
52320;20011;1;"Better Foods GmbH";"";101;"DE";"37079";"Göttingen";"Robert-Bosch-Breite";"9";"";"";"";202;"C"
52404;20015;1;"ISDIN GmbH";"";101;"DE";"80636";"München";"Luise-Ullrich-Str.";"20";"";"";"";202;"C"
52406;20017;1;"Stoma Light Bernhard Fitger & Carmen Kathrin Grohmann Gbr";"";101;"DE";"06130";"Halle / Saale";"Wachtelweg";"95";"";"";"";202;"C"
52407;20018;1;"Diagramm Halbach GmbH & Co. KG";"";101;"DE";"58239";"Schwerte";"Am Winkelstück";"14";"";"";"";202;"C"
52408;20019;1;"Radco-Imaging GmbH";"";101;"DE";"53113";"Bonn";"Adenauerallee";"168";"";"";"";202;"C"
52409;20020;1;"Shake My Body GmbH";"";101;"DE";"90429";"Nürnberg";"Himpfelshofstr.";"1";"";"";"";202;"C"
52410;20021;1;"Margot Schmitt Haar-Cosmetic Spezial GmbH";"";101;"DE";"32120";"Hiddenhausen";"Bünder Str.";"172";"";"";"";202;"C"
52411;20022;1;"Dipro Med GmbH";"";101;"AT";"2334";"Vösendorf";"Eisgrubengasse";"2-6";"";"Vösendorf";"";202;"C"
52412;20023;1;"Meditech Germany GmbH & Co. KG";"";101;"DE";"53721";"Siegburg";"Mittelstr.";"7";"";"";"";202;"C"
52959;20025;1;"Atc Handels GmbH";"";101;"DE";"25421";"Pinneberg";"Damm";"73";"";"";"";202;"C"
52961;20027;1;"Rudolf Alexander Martin Hallich";"";101;"DE";"16515";"Oranienburg";"Karl-Marx-Str.";"24";"";"";"";202;"C"
52962;20028;1;"Wfi Wärmflascheninnovation Ug (Haftungsbeschränkt)";"";101;"DE";"82194";"Gröbenzell";"Industriestr.";"29";"";"";"";202;"C"
52963;20029;1;"Linke Fruchtsäfte GmbH";"";101;"DE";"02727";"Ebersbach-Neugersdorf";"Ringstr.";"8";"";"";"";202;"C"
52964;20030;1;"Wisma Gesellschaft Für Wissen Service Und Material In Der Medizin Mbh";"";101;"DE";"79108";"Freiburg";"Einsteinstr.";"9";"";"";"";202;"C"
52965;20031;1;"Gerda Spillmann AG";"";101;"CH";"3063";"Ittigen / Be";"Worblentalstr.";"32";"";"";"";202;"C"
52966;20032;1;"Mesh Vertriebs GmbH";"";101;"DE";"90584";"Allersberg";"Industriestr.";"15";"";"";"";202;"C"
52967;20033;1;"Sales Plus GmbH";"";101;"DE";"45127";"Essen";"Kettwiger Str.";"2-10";"";"";"";202;"C"
52969;20035;1;"Aesthetic Body & Skin Rostislav Bajtek";"";101;"DE";"81369";"München";"Albert Rosshaupter-Str.";"73a";"";"";"";202;"C"
53079;20039;1;"GEUDER AG";"";101;"DE";"69126";"Heidelberg";"Hertzstrasse";"4";"";"";"";202;"C"
53098;20058;1;"Euro OTC Pharma Sales & Services GmbH";"";101;"DE";"59199";"Bönen";"Edisonstr.";"6";"59194";"Bönen";"1242";202;"C"
53099;20059;1;"Esteer Pharma Ug (Haftungsbeschränkt)";"";101;"DE";"68799";"Reilingen";"Carl-Zeiss-Str.";"2";"68795";"Reilingen";"1143";202;"C"
53102;20062;1;"Bano Healthcare GmbH";"";101;"AT";"2500";"Baden (Bei Wien)";"Annagasse";"17";"";"";"";202;"C"
53103;20063;1;"Jpmc Investment Group B.V.";"";101;"NL";"3515 GB";"Utrecht";"Willem Dreeslaan";"14";"";"";"";202;"C"
53104;20064;1;"Mithra Pharmaceuticals GmbH";"";101;"DE";"52076";"Aachen";"Promenade";"3-9";"";"";"";202;"C"
53107;20067;1;"Institut Für Nahrungsergänzung Und Ernährung Ltd.";"";101;"DE";"21614";"Buxtehude";"Liebfrauenstr.";"6";"";"";"";202;"C"
53109;20069;1;"Biozoom Services GmbH";"";101;"DE";"34131";"Kassel";"Wilhelmshöher Allee";"273A";"";"";"";202;"C"
53110;20070;1;"Heroc GmbH & Co. KG";"";101;"DE";"12277";"Berlin";"Motzener Str.";"6a";"";"";"";202;"C"
53111;20071;1;"Darmvital-Fachhandel Für Gesundheit Ohg";"";101;"DE";"69517";"Gorxheimertal";"Im Gräben";"14";"";"";"";202;"C"
53112;20072;1;"Oran-By Ersin Oranbay";"";101;"DE";"71686";"Remseck Am Neckar";"Remstalstr.";"47";"";"";"";202;"C"
53113;20073;1;"Medicon Vertrieb GmbH";"";101;"DE";"90439";"Nürnberg";"Rothenburger Str.";"243";"";"";"";202;"C"
53114;20074;1;"Funnyslim GmbH";"";101;"AT";"4400";"Steyr";"Reindlgutstr.";"26";"";"";"";202;"C"
53118;20076;1;"Iscador AG";"";101;"DE";"79539";"Lörrach";"Spitalstr.";"22";"";"";"";202;"C"
53119;20077;1;"Argand'Or Cosmetic GmbH";"";101;"DE";"61348";"Bad Homburg V.D. Höhe";"Ferdinandstr.";"9";"";"";"";202;"C"
53120;20078;1;"Fw Medical Limited West Of Scotland Science Park Kelvin Campus Block 6";"";;"";"G20 0SP";"Glasgow";"2317 Maryhill Road";"";"";"";"";202;"C"
53121;20079;1;"Mag. Georg Sprinzl GmbH";"";101;"AT";"1030";"Wien";"Parkgasse 19/10";"";"";"";"";202;"C"
53122;20080;1;"Ogima Pro GmbH";"";101;"DE";"22145";"Stapelfeld";"Stormarnring";"14";"22126";"Hamburg";"760967";202;"C"
53123;20081;1;"Biom'Up Sa";"";101;"FR";"69800";"Saint Priest";"8 Allee Irene Joliot Curie";"";"";"";"";202;"C"
53124;20082;1;"Roja Pharmazie GmbH";"";101;"DE";"14059";"Berlin";"Sophie-Charlotten-Str.";"92-94";"";"";"";202;"C"
53125;20083;1;"Lohnpack GmbH Abfüll - + Verpackungsservice";"";101;"DE";"71679";"Asperg";"Eberhardstr.";"60";"";"";"";202;"C"
53126;20084;1;"Teccom Arzneimittel Vertriebs GmbH";"";101;"DE";"31157";"Sarstedt";"Ulrich-Wolter-Straße";"1";"";"";"";202;"C"
53127;20085;1;"Studex-Ohrlochstechvertrieb Für Europa GmbH";"";101;"DE";"90542";"Eckental";"Nordring";"1";"";"";"";202;"C"
53128;20086;1;"Myprovit GmbH";"";101;"DE";"83098";"Brannenburg";"Wendelsteinstr.";"15";"";"";"";202;"C"
53129;20087;1;"Amaiva Naturprodukte Daniel Andre Pamme";"";101;"DE";"85567";"Grafing";"Vazaninistr.";"11";"";"";"";202;"C"
53132;20090;1;"Millivital GmbH";"";101;"DE";"55232";"Alzey";"Bleichstr.";"21";"";"";"";202;"C"
53136;20094;1;"Dentorado Handelsgesellschaft M.B.H. Harald Kaiser";"";101;"DE";"63165";"Mühlheim Am Main";"Benzstr.";"19";"";"";"";202;"C"
53137;20095;1;"Sanafactur GmbH";"";101;"DE";"32130";"Enger";"Saturnring";"4b";"";"";"";202;"C"
53138;20096;1;"Prof. Birkmayer Laboratorien Inh. Ernst Wilh. Engelen Handel U. Projektentwicklung";"";101;"AT";"1010";"Wien";"Annagasse 3/20";"";"";"";"";202;"C"
53142;20100;1;"Maromag E.K. Inh. Margareta Roman";"";101;"DE";"10713";"Berlin";"Wegenerstr.";"5";"";"";"";202;"C"
53144;20102;1;"Amneal Deutschland GmbH";"";101;"DE";"82194";"Gröbenzell";"Oppelner Str.";"5";"";"";"";202;"C"
53145;20103;1;"Flip-Tips GmbH & Co. KG";"";101;"DE";"83026";"Rosenheim";"Am Wasen";"17";"";"";"";202;"C"
