"INTERACTIONCLASSID1";"INTERACTIONCLASSID2";"SEVERITY";"LIKELIHOOD"
1000385;1000082;"geringfügig";"Gut untersucht."
1000385;1000151;"mittelschwer";"Gut untersucht."
1000387;1000031;"mittelschwer";"Gut untersucht."
1000395;1000165;"geringfügig";"Gut untersucht."
1000397;1000171;"mittelschwer";"Gut untersucht."
1000399;1000188;"geringfügig";"Gut untersucht."
1000409;1000115;"geringfügig";"Gut untersucht."
1000409;1000343;"geringfügig";"Gut untersucht."
1000415;1000012;"schwerwiegend";"Gut untersucht."
1000415;1000164;"mittelschwer";"Gut untersucht."
1000416;1000048;"geringfügig";"Gut untersucht."
1000416;1000286;"mittelschwer";"Gut untersucht."
1000416;1000289;"geringfügig";"Gut untersucht."
1000421;1000339;"mittelschwer";"Gut untersucht."
1000426;1000082;"geringfügig";"Gut untersucht."
1000435;1000001;"geringfügig";"Gut untersucht."
1000441;1000209;"geringfügig";"Gut untersucht."
1000441;1000343;"geringfügig";"Gut untersucht."
1000449;1000171;"mittelschwer";"Gut untersucht."
1000449;1000395;"mittelschwer";"Gut untersucht."
1000449;1001086;"mittelschwer";"Gut untersucht."
1000462;1000171;"mittelschwer";"Gut untersucht."
1000462;1001140;"mittelschwer";"Gut untersucht."
1000463;1000354;"geringfügig";"Gut untersucht."
1000468;1000485;"mittelschwer";"Gut untersucht."
1000475;1000151;"geringfügig";"Gut untersucht."
1000478;1000065;"geringfügig";"Gut untersucht."
1000478;1000070;"mittelschwer";"Gut untersucht."
1000478;1000086;"geringfügig";"Gut untersucht."
1000478;1000103;"mittelschwer";"Gut untersucht."
1000478;1000324;"mittelschwer";"Gut untersucht."
1000478;1000363;"geringfügig";"Gut untersucht."
1000483;1000395;"mittelschwer";"Gut untersucht."
1000485;1000025;"geringfügig";"Gut untersucht."
1000485;1000030;"geringfügig";"Gut untersucht."
1000485;1000084;"geringfügig";"Gut untersucht."
1000485;1000151;"mittelschwer";"Gut untersucht."
1000485;1000164;"geringfügig";"Gut untersucht."
1000485;1000304;"mittelschwer";"Gut untersucht."
1000485;1000426;"geringfügig";"Gut untersucht."
1000485;1000462;"geringfügig";"Gut untersucht."
1000489;1000030;"geringfügig";"Gut untersucht."
1000489;1000263;"schwerwiegend";"Gut untersucht."
1000496;1000016;"mittelschwer";"Gut untersucht."
1000514;1000458;"geringfügig";"Gut untersucht."
1000517;1000030;"geringfügig";"Gut untersucht."
1000517;1000108;"mittelschwer";"Gut untersucht."
1000517;1000178;"schwerwiegend";"Gut untersucht."
1000517;1000218;"geringfügig";"Gut untersucht."
1000517;1000262;"mittelschwer";"Gut untersucht."
1000517;1000385;"geringfügig";"Gut untersucht."
1000517;1000426;"geringfügig";"Gut untersucht."
1000517;1000428;"geringfügig";"Gut untersucht."
1000517;1000485;"mittelschwer";"Gut untersucht."
1000517;1000489;"geringfügig";"Gut untersucht."
1000522;1000491;"schwerwiegend";"Gut untersucht."
1000524;1000295;"geringfügig";"Gut untersucht."
1000526;1000030;"geringfügig";"Gut untersucht."
1000545;1000262;"geringfügig";"Gut untersucht."
1000548;1000117;"geringfügig";"Gut untersucht."
1000548;1000218;"geringfügig";"Gut untersucht."
1000548;1001125;"geringfügig";"Gut untersucht."
1000558;1000048;"geringfügig";"Gut untersucht."
1000558;1000397;"geringfügig";"Gut untersucht."
1000558;1000458;"mittelschwer";"Gut untersucht."
1000558;1000514;"geringfügig";"Gut untersucht."
1000559;1000139;"mittelschwer";"Gut untersucht."
1000565;1000030;"geringfügig";"Gut untersucht."
1000568;1000171;"mittelschwer";"Gut untersucht."
1000568;1000218;"schwerwiegend";"Gut untersucht."
1000568;1000395;"schwerwiegend";"Gut untersucht."
1000584;1000538;"geringfügig";"Gut untersucht."
1000584;1000583;"mittelschwer";"Gut untersucht."
1000584;1001130;"mittelschwer";"Gut untersucht."
1000589;1000188;"mittelschwer";"Gut untersucht."
1000592;1000010;"geringfügig";"Gut untersucht."
1000597;1000030;"geringfügig";"Gut untersucht."
1000613;1000303;"geringfügig";"Gut untersucht."
1000613;1000437;"geringfügig";"Gut untersucht."
1000639;1000152;"schwerwiegend";"Gut untersucht."
1000641;1000017;"schwerwiegend";"Gut untersucht."
1000650;1000052;"geringfügig";"Gut untersucht."
1000650;1000191;"schwerwiegend";"Gut untersucht."
1000650;1000416;"geringfügig";"Gut untersucht."
1000658;1000517;"schwerwiegend";"Gut untersucht."
1000660;1000082;"geringfügig";"Gut untersucht."
1000660;1000517;"schwerwiegend";"Gut untersucht."
1000660;1000548;"schwerwiegend";"Gut untersucht."
1000664;1000164;"geringfügig";"Gut untersucht."
1000669;1000135;"geringfügig";"Gut untersucht."
1000669;1000485;"mittelschwer";"Gut untersucht."
1000673;1000135;"schwerwiegend";"Gut untersucht."
1000673;1000150;"mittelschwer";"Gut untersucht."
1000673;1000165;"schwerwiegend";"Gut untersucht."
1000673;1000171;"mittelschwer";"Gut untersucht."
1000673;1000173;"mittelschwer";"Gut untersucht."
1000673;1000356;"schwerwiegend";"Gut untersucht."
1000673;1000397;"mittelschwer";"Gut untersucht."
1000673;1000449;"mittelschwer";"Gut untersucht."
1000673;1000462;"mittelschwer";"Gut untersucht."
1000673;1000568;"mittelschwer";"Gut untersucht."
1000673;1001079;"schwerwiegend";"Gut untersucht."
1000675;1000086;"geringfügig";"Gut untersucht."
1000675;1000103;"schwerwiegend";"Gut untersucht."
1000675;1000324;"schwerwiegend";"Gut untersucht."
1000675;1000478;"geringfügig";"Gut untersucht."
1000679;1000025;"geringfügig";"Gut untersucht."
1000679;1000045;"geringfügig";"Gut untersucht."
1000679;1000151;"schwerwiegend";"Gut untersucht."
1000679;1000270;"geringfügig";"Gut untersucht."
1000679;1000356;"schwerwiegend";"Gut untersucht."
1000679;1000429;"geringfügig";"Gut untersucht."
1000679;1000449;"mittelschwer";"Gut untersucht."
1000679;1000493;"schwerwiegend";"Gut untersucht."
1000679;1000517;"schwerwiegend";"Gut untersucht."
1000679;1000568;"schwerwiegend";"Gut untersucht."
1000680;1000679;"geringfügig";"Gut untersucht."
1000685;1000065;"geringfügig";"Gut untersucht."
1000685;1000103;"mittelschwer";"Gut untersucht."
1000685;1000614;"geringfügig";"Gut untersucht."
1000687;1000065;"geringfügig";"Gut untersucht."
1000687;1000103;"mittelschwer";"Gut untersucht."
1000687;1000517;"geringfügig";"Gut untersucht."
1000687;1001282;"geringfügig";"Gut untersucht."
1000689;1000105;"geringfügig";"Gut untersucht."
1000700;1001242;"geringfügig";"Gut untersucht."
1000704;1000137;"geringfügig";"Gut untersucht."
1000704;1000151;"geringfügig";"Gut untersucht."
1000704;1000165;"geringfügig";"Gut untersucht."
1000704;1000304;"mittelschwer";"Gut untersucht."
1000704;1000306;"geringfügig";"Gut untersucht."
1000704;1000462;"geringfügig";"Gut untersucht."
1000704;1000524;"mittelschwer";"Gut untersucht."
1000704;1000658;"mittelschwer";"Gut untersucht."
1000704;1001255;"mittelschwer";"Gut untersucht."
1000705;1000584;"geringfügig";"Gut untersucht."
1000705;1000969;"schwerwiegend";"Gut untersucht."
1000706;1000084;"geringfügig";"Gut untersucht."
1000706;1000137;"geringfügig";"Gut untersucht."
1000706;1000151;"geringfügig";"Gut untersucht."
1000706;1000165;"geringfügig";"Gut untersucht."
1000706;1000173;"geringfügig";"Gut untersucht."
1000706;1000330;"mittelschwer";"Gut untersucht."
1000706;1000354;"geringfügig";"Gut untersucht."
1000706;1000524;"mittelschwer";"Gut untersucht."
1000706;1000545;"geringfügig";"Gut untersucht."
1000706;1000660;"mittelschwer";"Gut untersucht."
1000706;1000668;"mittelschwer";"Gut untersucht."
1000706;1000679;"geringfügig";"Gut untersucht."
1000709;1000030;"geringfügig";"Gut untersucht."
1000709;1000033;"geringfügig";"Gut untersucht."
1000711;1000704;"mittelschwer";"Gut untersucht."
1000711;1000706;"mittelschwer";"Gut untersucht."
1000712;1000082;"geringfügig";"Gut untersucht."
1000712;1000517;"geringfügig";"Gut untersucht."
1000716;1000518;"geringfügig";"Gut untersucht."
1000720;1000012;"schwerwiegend";"Gut untersucht."
1000720;1000016;"mittelschwer";"Gut untersucht."
1000720;1000286;"mittelschwer";"Gut untersucht."
1000721;1000002;"geringfügig";"Gut untersucht."
1000721;1000416;"geringfügig";"Gut untersucht."
1000721;1000720;"geringfügig";"Gut untersucht."
1000722;1000070;"geringfügig";"Gut untersucht."
1000723;1000235;"schwerwiegend";"Gut untersucht."
1000726;1000235;"mittelschwer";"Gut untersucht."
1000729;1000101;"mittelschwer";"Gut untersucht."
1000729;1000243;"geringfügig";"Gut untersucht."
1000729;1000263;"mittelschwer";"Gut untersucht."
1000729;1000289;"mittelschwer";"Gut untersucht."
1000731;1000012;"mittelschwer";"Gut untersucht."
1000731;1000101;"mittelschwer";"Gut untersucht."
1000731;1000289;"schwerwiegend";"Gut untersucht."
1000731;1000729;"mittelschwer";"Gut untersucht."
1000734;1000263;"schwerwiegend";"Gut untersucht."
1000734;1000679;"schwerwiegend";"Gut untersucht."
1000736;1000015;"geringfügig";"Gut untersucht."
1000736;1000326;"geringfügig";"Gut untersucht."
1000736;1000341;"geringfügig";"Gut untersucht."
1000736;1000426;"geringfügig";"Gut untersucht."
1000736;1000428;"geringfügig";"Gut untersucht."
1000736;1000650;"geringfügig";"Gut untersucht."
1000736;1000712;"geringfügig";"Gut untersucht."
1000737;1000736;"geringfügig";"Gut untersucht."
1000739;1000016;"schwerwiegend";"Gut untersucht."
1000739;1000017;"schwerwiegend";"Gut untersucht."
1000740;1000012;"mittelschwer";"Gut untersucht."
1000740;1000016;"mittelschwer";"Gut untersucht."
1000740;1000017;"mittelschwer";"Gut untersucht."
1000741;1000164;"geringfügig";"Gut untersucht."
1000743;1000002;"mittelschwer";"Gut untersucht."
1000743;1000650;"mittelschwer";"Gut untersucht."
1000746;1000706;"geringfügig";"Gut untersucht."
1000747;1000052;"geringfügig";"Gut untersucht."
1000747;1000183;"geringfügig";"Gut untersucht."
1000747;1000218;"mittelschwer";"Gut untersucht."
1000747;1000354;"geringfügig";"Gut untersucht."
1000747;1000416;"geringfügig";"Gut untersucht."
1000747;1000689;"geringfügig";"Gut untersucht."
1000747;1000743;"geringfügig";"Gut untersucht."
1000751;1000490;"schwerwiegend";"Gut untersucht."
1000755;1000704;"geringfügig";"Gut untersucht."
1000755;1000706;"geringfügig";"Gut untersucht."
1000756;1000436;"geringfügig";"Gut untersucht."
1000756;1000506;"geringfügig";"Gut untersucht."
1000757;1000065;"mittelschwer";"Gut untersucht."
1000757;1000363;"mittelschwer";"Gut untersucht."
1000759;1000030;"geringfügig";"Gut untersucht."
1000759;1000065;"mittelschwer";"Gut untersucht."
1000763;1000065;"geringfügig";"Gut untersucht."
1000774;1000387;"mittelschwer";"Gut untersucht."
1000780;1000031;"mittelschwer";"Gut untersucht."
1000780;1000387;"schwerwiegend";"Gut untersucht."
1000780;1000774;"mittelschwer";"Gut untersucht."
1000780;1000775;"schwerwiegend";"Gut untersucht."
1000781;1000780;"schwerwiegend";"Gut untersucht."
1000784;1000001;"geringfügig";"Gut untersucht."
1000788;1000042;"geringfügig";"Gut untersucht."
1000791;1000517;"schwerwiegend";"Gut untersucht."
1000791;1000709;"schwerwiegend";"Gut untersucht."
1000791;1000710;"schwerwiegend";"Gut untersucht."
1000810;1000048;"geringfügig";"Gut untersucht."
1000810;1000363;"mittelschwer";"Gut untersucht."
1000810;1000704;"geringfügig";"Gut untersucht."
1000810;1000706;"geringfügig";"Gut untersucht."
1000814;1000030;"geringfügig";"Gut untersucht."
1000823;1000262;"geringfügig";"Gut untersucht."
1000823;1000706;"geringfügig";"Gut untersucht."
1000825;1000824;"mittelschwer";"Gut untersucht."
1000827;1000150;"mittelschwer";"Gut untersucht."
1000827;1000171;"mittelschwer";"Gut untersucht."
1000827;1000397;"mittelschwer";"Gut untersucht."
1000827;1000673;"schwerwiegend";"Gut untersucht."
1000828;1000171;"mittelschwer";"Gut untersucht."
1000828;1000673;"schwerwiegend";"Gut untersucht."
1000828;1001201;"mittelschwer";"Gut untersucht."
1000830;1000135;"mittelschwer";"Gut untersucht."
1000830;1000150;"mittelschwer";"Gut untersucht."
1000830;1000165;"mittelschwer";"Gut untersucht."
1000830;1000171;"mittelschwer";"Gut untersucht."
1000830;1000173;"mittelschwer";"Gut untersucht."
1000830;1000356;"mittelschwer";"Gut untersucht."
1000830;1000397;"mittelschwer";"Gut untersucht."
1000830;1000449;"mittelschwer";"Gut untersucht."
1000830;1000462;"mittelschwer";"Gut untersucht."
1000830;1000568;"mittelschwer";"Gut untersucht."
1000830;1000673;"mittelschwer";"Gut untersucht."
1000830;1000827;"mittelschwer";"Gut untersucht."
1000830;1000828;"mittelschwer";"Gut untersucht."
1000830;1000876;"mittelschwer";"Gut untersucht."
1000830;1001140;"mittelschwer";"Gut untersucht."
1000832;1000173;"mittelschwer";"Gut untersucht."
1000832;1000673;"mittelschwer";"Gut untersucht."
1000832;1000827;"mittelschwer";"Gut untersucht."
1000832;1000830;"mittelschwer";"Gut untersucht."
1000833;1000171;"mittelschwer";"Gut untersucht."
1000833;1000673;"mittelschwer";"Gut untersucht."
1000833;1000830;"mittelschwer";"Gut untersucht."
1000834;1000135;"mittelschwer";"Gut untersucht."
1000834;1000150;"mittelschwer";"Gut untersucht."
1000834;1000165;"mittelschwer";"Gut untersucht."
1000834;1000171;"mittelschwer";"Gut untersucht."
1000834;1000356;"mittelschwer";"Gut untersucht."
1000834;1000397;"mittelschwer";"Gut untersucht."
1000834;1000449;"mittelschwer";"Gut untersucht."
1000834;1000568;"mittelschwer";"Gut untersucht."
1000834;1000673;"mittelschwer";"Gut untersucht."
1000834;1000827;"mittelschwer";"Gut untersucht."
1000834;1000828;"mittelschwer";"Gut untersucht."
1000834;1000830;"mittelschwer";"Gut untersucht."
1000834;1000833;"mittelschwer";"Gut untersucht."
1000835;1000135;"mittelschwer";"Gut untersucht."
1000835;1000150;"mittelschwer";"Gut untersucht."
1000835;1000165;"mittelschwer";"Gut untersucht."
1000835;1000171;"mittelschwer";"Gut untersucht."
1000835;1000173;"mittelschwer";"Gut untersucht."
1000835;1000356;"mittelschwer";"Gut untersucht."
1000835;1000397;"mittelschwer";"Gut untersucht."
1000835;1000449;"mittelschwer";"Gut untersucht."
1000835;1000462;"mittelschwer";"Gut untersucht."
1000835;1000568;"mittelschwer";"Gut untersucht."
1000835;1000673;"mittelschwer";"Gut untersucht."
1000835;1000827;"mittelschwer";"Gut untersucht."
1000835;1000828;"mittelschwer";"Gut untersucht."
1000835;1000830;"mittelschwer";"Gut untersucht."
1000835;1000832;"mittelschwer";"Gut untersucht."
1000835;1000833;"mittelschwer";"Gut untersucht."
1000835;1000834;"mittelschwer";"Gut untersucht."
1000835;1001224;"mittelschwer";"Gut untersucht."
1000839;1000030;"geringfügig";"Gut untersucht."
1000864;1000171;"mittelschwer";"Gut untersucht."
1000864;1000673;"schwerwiegend";"Gut untersucht."
1000864;1000830;"mittelschwer";"Gut untersucht."
1000864;1000834;"mittelschwer";"Gut untersucht."
1000864;1000835;"mittelschwer";"Gut untersucht."
1000870;1000065;"mittelschwer";"Gut untersucht."
1000871;1000030;"geringfügig";"Gut untersucht."
1000871;1000356;"schwerwiegend";"Gut untersucht."
1000871;1000706;"mittelschwer";"Gut untersucht."
1000872;1000030;"geringfügig";"Gut untersucht."
1000872;1000084;"geringfügig";"Gut untersucht."
1000873;1000262;"mittelschwer";"Gut untersucht."
1000873;1000706;"mittelschwer";"Gut untersucht."
1000874;1000303;"geringfügig";"Gut untersucht."
1000874;1000437;"geringfügig";"Gut untersucht."
1000875;1000385;"geringfügig";"Gut untersucht."
1000876;1000084;"geringfügig";"Gut untersucht."
1000876;1000673;"mittelschwer";"Gut untersucht."
1000876;1000827;"mittelschwer";"Gut untersucht."
1000876;1000834;"mittelschwer";"Gut untersucht."
1000876;1000835;"mittelschwer";"Gut untersucht."
1000878;1000673;"schwerwiegend";"Gut untersucht."
1000878;1000830;"schwerwiegend";"Gut untersucht."
1000878;1000835;"schwerwiegend";"Gut untersucht."
1000880;1000135;"mittelschwer";"Gut untersucht."
1000880;1000150;"mittelschwer";"Gut untersucht."
1000880;1000165;"mittelschwer";"Gut untersucht."
1000880;1000171;"mittelschwer";"Gut untersucht."
1000880;1000173;"mittelschwer";"Gut untersucht."
1000880;1000178;"schwerwiegend";"Gut untersucht."
1000880;1000356;"mittelschwer";"Gut untersucht."
1000880;1000385;"schwerwiegend";"Gut untersucht."
1000880;1000397;"mittelschwer";"Gut untersucht."
1000880;1000449;"mittelschwer";"Gut untersucht."
1000880;1000462;"mittelschwer";"Gut untersucht."
1000880;1000485;"schwerwiegend";"Gut untersucht."
1000880;1000568;"mittelschwer";"Gut untersucht."
1000880;1000658;"schwerwiegend";"Gut untersucht."
1000880;1000673;"mittelschwer";"Gut untersucht."
1000880;1000827;"mittelschwer";"Gut untersucht."
1000880;1000828;"mittelschwer";"Gut untersucht."
1000880;1000830;"mittelschwer";"Gut untersucht."
1000880;1000832;"mittelschwer";"Gut untersucht."
1000880;1000833;"mittelschwer";"Gut untersucht."
1000880;1000834;"mittelschwer";"Gut untersucht."
1000880;1000835;"mittelschwer";"Gut untersucht."
1000880;1000864;"mittelschwer";"Gut untersucht."
1000880;1000876;"schwerwiegend";"Gut untersucht."
1000880;1000878;"schwerwiegend";"Gut untersucht."
1000883;1000743;"mittelschwer";"Gut untersucht."
1000884;1000704;"mittelschwer";"Gut untersucht."
1000884;1000706;"mittelschwer";"Gut untersucht."
1000888;1000522;"mittelschwer";"Gut untersucht."
1000892;1000343;"geringfügig";"Gut untersucht."
1000897;1000115;"geringfügig";"Gut untersucht."
1000897;1000343;"geringfügig";"Gut untersucht."
1000897;1000409;"geringfügig";"Gut untersucht."
1000899;1000485;"mittelschwer";"Gut untersucht."
1000899;1000704;"mittelschwer";"Gut untersucht."
1000902;1000395;"geringfügig";"Gut untersucht."
1000902;1000584;"geringfügig";"Gut untersucht."
1000904;1000135;"mittelschwer";"Gut untersucht."
1000904;1000165;"mittelschwer";"Gut untersucht."
1000904;1000173;"mittelschwer";"Gut untersucht."
1000904;1000356;"mittelschwer";"Gut untersucht."
1000904;1000397;"mittelschwer";"Gut untersucht."
1000904;1000449;"mittelschwer";"Gut untersucht."
1000904;1000462;"mittelschwer";"Gut untersucht."
1000904;1000568;"mittelschwer";"Gut untersucht."
1000904;1000673;"mittelschwer";"Gut untersucht."
1000904;1000827;"mittelschwer";"Gut untersucht."
1000904;1000828;"mittelschwer";"Gut untersucht."
1000904;1000830;"mittelschwer";"Gut untersucht."
1000904;1000832;"mittelschwer";"Gut untersucht."
1000904;1000833;"mittelschwer";"Gut untersucht."
1000904;1000835;"mittelschwer";"Gut untersucht."
1000904;1000864;"mittelschwer";"Gut untersucht."
1000904;1000876;"mittelschwer";"Gut untersucht."
1000904;1000878;"schwerwiegend";"Gut untersucht."
1000904;1000880;"mittelschwer";"Gut untersucht."
1000909;1000039;"geringfügig";"Gut untersucht."
1000909;1000354;"geringfügig";"Gut untersucht."
1000918;1000917;"geringfügig";"Gut untersucht."
1000925;1000135;"schwerwiegend";"Gut untersucht."
1000925;1000165;"schwerwiegend";"Gut untersucht."
1000925;1000356;"schwerwiegend";"Gut untersucht."
1000925;1000397;"mittelschwer";"Gut untersucht."
1000925;1000449;"mittelschwer";"Gut untersucht."
1000925;1000673;"schwerwiegend";"Gut untersucht."
1000925;1000827;"schwerwiegend";"Gut untersucht."
1000925;1000828;"schwerwiegend";"Gut untersucht."
1000925;1000864;"schwerwiegend";"Gut untersucht."
1000925;1000876;"mittelschwer";"Gut untersucht."
1000925;1000878;"schwerwiegend";"Gut untersucht."
1000934;1000706;"geringfügig";"Gut untersucht."
1000946;1000135;"schwerwiegend";"Gut untersucht."
1000946;1000150;"mittelschwer";"Gut untersucht."
1000946;1000165;"schwerwiegend";"Gut untersucht."
1000946;1000171;"mittelschwer";"Gut untersucht."
1000946;1000173;"mittelschwer";"Gut untersucht."
1000946;1000356;"schwerwiegend";"Gut untersucht."
1000946;1000397;"mittelschwer";"Gut untersucht."
1000946;1000449;"mittelschwer";"Gut untersucht."
1000946;1000462;"mittelschwer";"Gut untersucht."
1000946;1000568;"mittelschwer";"Gut untersucht."
1000946;1000673;"schwerwiegend";"Gut untersucht."
1000946;1000827;"schwerwiegend";"Gut untersucht."
1000946;1000828;"schwerwiegend";"Gut untersucht."
1000946;1000830;"mittelschwer";"Gut untersucht."
1000946;1000832;"mittelschwer";"Gut untersucht."
1000946;1000833;"mittelschwer";"Gut untersucht."
1000946;1000834;"mittelschwer";"Gut untersucht."
1000946;1000835;"mittelschwer";"Gut untersucht."
1000946;1000864;"schwerwiegend";"Gut untersucht."
1000946;1000876;"schwerwiegend";"Gut untersucht."
1000946;1000880;"mittelschwer";"Gut untersucht."
1000946;1000904;"mittelschwer";"Gut untersucht."
1000946;1000925;"schwerwiegend";"Gut untersucht."
1000949;1000151;"mittelschwer";"Gut untersucht."
1000949;1000517;"schwerwiegend";"Gut untersucht."
1000954;1000706;"geringfügig";"Gut untersucht."
1000955;1000808;"mittelschwer";"Gut untersucht."
1000956;1000039;"geringfügig";"Gut untersucht."
1000956;1000354;"geringfügig";"Gut untersucht."
1000956;1000642;"geringfügig";"Gut untersucht."
1000959;1000478;"schwerwiegend";"Gut untersucht."
1000965;1000385;"geringfügig";"Gut untersucht."
1000966;1000135;"geringfügig";"Gut untersucht."
1000966;1000704;"mittelschwer";"Gut untersucht."
1000966;1000706;"mittelschwer";"Gut untersucht."
1000969;1000165;"geringfügig";"Gut untersucht."
1000969;1000194;"geringfügig";"Gut untersucht."
1000969;1000218;"geringfügig";"Gut untersucht."
1000969;1000403;"geringfügig";"Gut untersucht."
1000969;1000431;"geringfügig";"Gut untersucht."
1000969;1000449;"mittelschwer";"Gut untersucht."
1000969;1000475;"geringfügig";"Gut untersucht."
1000969;1000524;"mittelschwer";"Gut untersucht."
1000969;1000538;"schwerwiegend";"Gut untersucht."
1000969;1000541;"geringfügig";"Gut untersucht."
1000969;1000554;"mittelschwer";"Gut untersucht."
1000969;1000586;"geringfügig";"Gut untersucht."
1000969;1000634;"geringfügig";"Gut untersucht."
1000969;1000635;"geringfügig";"Gut untersucht."
1000969;1000636;"mittelschwer";"Gut untersucht."
1000969;1000637;"geringfügig";"Gut untersucht."
1000969;1000660;"schwerwiegend";"Gut untersucht."
1000969;1000668;"geringfügig";"Gut untersucht."
1000969;1000752;"mittelschwer";"Gut untersucht."
1000969;1000753;"geringfügig";"Gut untersucht."
1000969;1000754;"geringfügig";"Gut untersucht."
1000969;1000879;"schwerwiegend";"Gut untersucht."
1000969;1000902;"schwerwiegend";"Gut untersucht."
1000969;1000945;"schwerwiegend";"Gut untersucht."
1000969;1000956;"schwerwiegend";"Gut untersucht."
1000969;1000957;"schwerwiegend";"Gut untersucht."
1000969;1000966;"geringfügig";"Gut untersucht."
1000971;1000135;"mittelschwer";"Gut untersucht."
1000971;1000150;"mittelschwer";"Gut untersucht."
1000971;1000165;"mittelschwer";"Gut untersucht."
1000971;1000171;"mittelschwer";"Gut untersucht."
1000971;1000173;"mittelschwer";"Gut untersucht."
1000971;1000356;"mittelschwer";"Gut untersucht."
1000971;1000397;"mittelschwer";"Gut untersucht."
1000971;1000449;"mittelschwer";"Gut untersucht."
1000971;1000462;"mittelschwer";"Gut untersucht."
1000971;1000568;"mittelschwer";"Gut untersucht."
1000971;1000673;"mittelschwer";"Gut untersucht."
1000971;1000827;"mittelschwer";"Gut untersucht."
1000971;1000828;"mittelschwer";"Gut untersucht."
1000971;1000830;"mittelschwer";"Gut untersucht."
1000971;1000832;"mittelschwer";"Gut untersucht."
1000971;1000833;"mittelschwer";"Gut untersucht."
1000971;1000834;"mittelschwer";"Gut untersucht."
1000971;1000835;"mittelschwer";"Gut untersucht."
1000971;1000864;"mittelschwer";"Gut untersucht."
1000971;1000876;"mittelschwer";"Gut untersucht."
1000971;1000878;"schwerwiegend";"Gut untersucht."
1000971;1000880;"mittelschwer";"Gut untersucht."
1000971;1000904;"mittelschwer";"Gut untersucht."
1000971;1000946;"mittelschwer";"Gut untersucht."
1000975;1000791;"schwerwiegend";"Gut untersucht."
1000976;1000022;"schwerwiegend";"Gut untersucht."
1000976;1000706;"geringfügig";"Gut untersucht."
1000977;1000105;"geringfügig";"Gut untersucht."
1000979;1000441;"geringfügig";"Gut untersucht."
1000984;1000171;"mittelschwer";"Gut untersucht."
1000984;1000673;"mittelschwer";"Gut untersucht."
1000984;1000830;"mittelschwer";"Gut untersucht."
1000984;1000834;"mittelschwer";"Gut untersucht."
1000984;1000835;"mittelschwer";"Gut untersucht."
1000984;1000880;"mittelschwer";"Gut untersucht."
1000984;1000904;"mittelschwer";"Gut untersucht."
1000984;1000925;"schwerwiegend";"Gut untersucht."
1000984;1000946;"schwerwiegend";"Gut untersucht."
1000984;1000971;"mittelschwer";"Gut untersucht."
1000985;1000135;"schwerwiegend";"Gut untersucht."
1000985;1000150;"mittelschwer";"Gut untersucht."
1000985;1000165;"schwerwiegend";"Gut untersucht."
1000985;1000171;"mittelschwer";"Gut untersucht."
1000985;1000173;"mittelschwer";"Gut untersucht."
1000985;1000356;"schwerwiegend";"Gut untersucht."
1000985;1000397;"mittelschwer";"Gut untersucht."
1000985;1000449;"mittelschwer";"Gut untersucht."
1000985;1000462;"mittelschwer";"Gut untersucht."
1000985;1000568;"mittelschwer";"Gut untersucht."
1000985;1000673;"schwerwiegend";"Gut untersucht."
1000985;1000827;"schwerwiegend";"Gut untersucht."
1000985;1000828;"schwerwiegend";"Gut untersucht."
1000985;1000830;"mittelschwer";"Gut untersucht."
1000985;1000832;"mittelschwer";"Gut untersucht."
1000985;1000833;"mittelschwer";"Gut untersucht."
1000985;1000834;"mittelschwer";"Gut untersucht."
1000985;1000835;"mittelschwer";"Gut untersucht."
1000985;1000876;"mittelschwer";"Gut untersucht."
1000985;1000878;"schwerwiegend";"Gut untersucht."
1000985;1000880;"mittelschwer";"Gut untersucht."
1000985;1000904;"mittelschwer";"Gut untersucht."
1000985;1000925;"schwerwiegend";"Gut untersucht."
1000985;1000946;"schwerwiegend";"Gut untersucht."
1000985;1000971;"mittelschwer";"Gut untersucht."
1000985;1000984;"mittelschwer";"Gut untersucht."
1000998;1000150;"mittelschwer";"Gut untersucht."
1000998;1000171;"mittelschwer";"Gut untersucht."
1000998;1000173;"mittelschwer";"Gut untersucht."
1000998;1000356;"schwerwiegend";"Gut untersucht."
1000998;1000673;"schwerwiegend";"Gut untersucht."
1000998;1000830;"mittelschwer";"Gut untersucht."
1000998;1000832;"mittelschwer";"Gut untersucht."
1000998;1000834;"mittelschwer";"Gut untersucht."
1000998;1000835;"mittelschwer";"Gut untersucht."
1000998;1000876;"schwerwiegend";"Gut untersucht."
1000998;1000880;"mittelschwer";"Gut untersucht."
1000998;1000904;"mittelschwer";"Gut untersucht."
1000998;1000925;"schwerwiegend";"Gut untersucht."
1000998;1000946;"schwerwiegend";"Gut untersucht."
1000998;1000971;"schwerwiegend";"Gut untersucht."
1000998;1000984;"schwerwiegend";"Gut untersucht."
1000998;1000985;"schwerwiegend";"Gut untersucht."
1001002;1000135;"schwerwiegend";"Gut untersucht."
1001002;1000165;"schwerwiegend";"Gut untersucht."
1001002;1000171;"mittelschwer";"Gut untersucht."
1001002;1000173;"schwerwiegend";"Gut untersucht."
1001002;1000356;"schwerwiegend";"Gut untersucht."
1001002;1000462;"mittelschwer";"Gut untersucht."
1001002;1000673;"schwerwiegend";"Gut untersucht."
1001002;1000830;"mittelschwer";"Gut untersucht."
1001002;1000833;"mittelschwer";"Gut untersucht."
1001002;1000834;"mittelschwer";"Gut untersucht."
