"ID";"Hersteller";"Postleitzahl";"Stadt";"Straße und Hausnummer"
20452;"Alkaloid - Int D.O.O.";"1231";"Ljubljana-Crnuce";"Slandrova Ulica 4"
20453;"Nrh Medizintechnik GmbH & Co. KG";"38829";"Harsleben";"Am Schützenkrug 9"
20454;"1a+A+A Wundprodukte GmbH";"40472";"Düsseldorf";"Aplerbecker Str. 69"
20455;"Sanicura Medical GmbH";"51503";"Rösrath";"Hauptstr. 231"
20458;"I-GEN Lda.";"2600-726";"Castanheira Do Ribatejo";""
20459;"Vanda Pharmaceuticals Inc. c/o Satellite Office";"10117";"Berlin";"Französische Strasse 12"
20460;"Vidawell GmbH";"69242";"Mühlhausen";"Im Brühl 3"
20461;"Bioserum Laboratorios Sl";"50007";"Zaragoza";""
20462;"Nusweet GmbH";"22359";"Hamburg";"Volksdorfer Damm 64"
20465;"Solmic Research GmbH";"40225";"Düsseldorf";"Merowingerplatz 1a"
20467;"Tasnim E.U.";"1150";"Wien";"Ullmannstr. 22"
20469;"Livq AG";"82061";"Neuried";"Gautinger Str. 4"
20470;"Guterrat Gesundheitsprodukte GmbH & Co. KG";"6020";"Innsbruck";"Eduard-Bodem-Gasse 6"
20471;"Ineo Pharma GmbH";"51381";"Leverkusen";"Siemensstr. 3"
20473;"Allergan Pharmaceuticals International Limited";"D17 E400";"Dublin 17 - Coolock";""
20474;"Wm Aquatec GmbH & Co. KG";"70794";"Filderstadt";"Schreiberstr. 6"
20476;"Animaux Vertriebs GmbH";"61476";"Kronberg Im Taunus";"Westerbachstr. 30"
20478;"Minalia Naturkosmetik GmbH";"94234";"Viechtach";"Dr. Schellerer Str. 59"
20480;"Isis Ic GmbH";"46485";"Wesel";"Handelsweg 1"
20481;"Krokogra Birgit Meier";"38116";"Braunschweig";"David-Mansfeld-Weg 11"
20485;"Aboca S.P.A. Societa' Agricola";"52037";"Sansepolcro (Arezzo)";"Localita' Aboca 20"
20486;"Mondix Ug (Haftungsbeschränkt)";"78467";"Konstanz";"Mittelweg 35"
20488;"Maromi Verlagsgesellschaft Mbh";"22927";"Großhansdorf";"Am Brink 19"
20489;"Dentalline GmbH & Co. KG";"75217";"Birkenfeld";"Goethestr. 47"
20490;"No-Ni Sports & Nutrition Verwaltungs- GmbH";"63505";"Langenselbold";"Philipp-Reis-Ring 16"
20493;"Evolution Handellsgesellschaft M.B.H.";"9500";"Villach";"Hausergasse 28"
20494;"Syntellix AG";"30159";"Hannover";"Aegidietorplatz 2a"
20495;"Vitalplant GmbH";"87700";"Memmingen";"Gustav-Kramer-Weg 1"
20496;"Rxplus Deutschland Ltd. Zweigniederlassung Güstrow";"18273";"Güstrow";"Bredentiner Weg 4a"
20497;"Ayucare GmbH";"10247";"Berlin";"Pettenkoferstr. 16-18"
20499;"Vitafy GmbH";"80335";"München";"Bayerstr. 14"
20500;"Maresol- GmbH & Co. KG";"76829";"Landau";"Kanalweg 12"
20501;"Bial Deutschland GmbH";"64546";"Mörfelden-Walldorf";"Waldecker Straße 13"
20502;"Diagenics Group Se Zweigniederlassung Essen";"45131";"Essen";"Alfredstr. 98"
20504;"Lfl Pharma GmbH Philip Loder";"50374";"Erftstadt";"Klosengartenstr. 39"
20506;"Nasal Medical Limited";"";"Dublin 8";""
20507;"Florem Sarl";"67470";"Seltz";""
20508;"Unamed Pharma GmbH";"57080";"Siegen";"Helsbachstr. 94"
20509;"Innovari Pharma Andrea Rinsch";"47918";"Tönisvorst";"Auf Dem Haspel 39"
20512;"Total Import S.L.";"33199";"Asturias";"Poligono Proni Callee E 5"
20513;"Gravis Pharma GmbH";"51105";"Köln";"Ernst-Weyden-Str. 185"
20514;"Nbs Warenhandels GmbH";"2201";"Gerasdorf Bei Wien";"Resselgasse 1"
20515;"Lds Labor Diagnostik Systeme GmbH";"39326";"Wolmirstedt";"Am Obstgarten 10"
20516;"Nutricosmos GmbH";"78467";"Konstanz";"Lohnerhofstr. 2"
20517;"Alkavitae Deutschland GmbH";"40549";"Düsseldorf";"Prinzenallee 7"
20518;"Shaoyun Natural Health & Beauty Shaoyun Liang";"67346";"Speyer";"Korngasse 28"
20520;"Christine Muca Verbandstoffgroßhandel";"88079";"Kressbronn";"Moosweg 10"
20522;"P & A GmbH";"63667";"Nidda";"Untergasse 11"
20523;"Vitapunkt. GmbH";"81379";"München";""
20525;"Alphalith GmbH";"17166";"Teterow";"Koppelbergerstr. 4"
20526;"Well2day Ug (Haftungsbeschränkt)";"86150";"Augsburg";"Ravenspurger Str. 6"
20527;"Fassmer GmbH";"40668";"Meerbusch";"Weingartsweg 17D"
20528;"Böckling Health GmbH";"60439";"Frankfurt";"Lurgiallee 6-8"
20529;"Ferrer International S.A.";"08029";"Barcelona";""
20530;"Kubivent Sitz- Und Liegepolster GmbH";"73660";"Urbach";"Robert-Bosch-Str. 8"
20531;"De Natuurapotheek B.V.";"2641 KM";"Pijnacker";"Weteringweg 14"
20532;"Actrevo GmbH";"20354";"Hamburg";"Neuer Wall 54"
20533;"Healthcube GmbH";"80539";"München";"Ludwigstraße 8"
20534;"Ung Labs S. L.";"08037";"Barcelona";""
20535;"Gesund & Leben Elke Weintraut";"78333";"Stockach";"Alemannenstr. 4"
20536;"Omegametrix GmbH";"82152";"Martinsried";"Am Klopferspitz 19"
20538;"Tavarlin GmbH";"64319";"Pfungstadt";"Reißstr. 1a"
20541;"Beaphar B.V.";"8101 BX";"Raalte";"Drostenkamp 3"
20542;"Healthcosmeticals GmbH";"37235";"Hessisch-Lichtenau";"Klapp-Allee 1-5"
20543;"Bio Products Laboratory Limited";"WD6 3BX";"Elstree";""
20544;"Tbih B.V.";"4207 HL";"Gorinchem";"Galvaniweg 15"
20546;"Marion Blum E.K.";"51519";"Odenthal";"Hoher Wald 26"
20547;"Evalar S.R.O.";"81108";"Bratislava";"Dunajska 46"
20548;"Mommy I'M Sorry Verwaltung GmbH";"70178";"Stuttgart";"Tübinger Str. 73"
20549;"Bernäsch Professional Wolfgang Rüdiger Bernäsch";"41844";"Wegberg";"Rurweg 15"
20552;"Cellineo Johann Löw";"88436";"Eberhardzell";"Weilerstr. 19"
20553;"Valion GmbH";"85221";"Dachau";"Robert-Bosch-Str. 11"
20555;"AstraZeneca GmbH Geschätsbereich Anästhetika Aspen";"22880";"Wedel";"Tinsdaler Weg 183"
20556;"Thiocyn GmbH";"60316";"Frankfurt Am Main";"Waldschmidtstr. 19"
20557;"Aicomed GmbH";"21787";"Oberndorf";"Bahnhofstr. 53"
20558;"Newchancemedicalclub Ltd. Elisabeth Gertrud Ruhr";"59558";"Lippstadt";"Dörferweg 7"
20563;"Trio Healthcare Limited";"BD23 3AE";"Skipton North Yorkshire";""
20565;"Beyer & Söhne GmbH";"20251";"Hamburg";"Christoph-Porbst-Weg 4"
20566;"Pur-Pharma GmbH";"63069";"Offenbach";"Schumannstr. 144"
20567;"Arrowmedical GmbH";"15344";"Strausberg";"Am Annatal 60"
20568;"Mibovital Ug (Haftungsbeschränkt) Andreas Holz";"57234";"Wilnsdorf";"Am Sonnenberg 22"
20569;"Acino AG";"83714";"Miesbach";"Am Windfeld 35"
20570;"Alliance Pharmaceuticals GmbH";"40549";"Düsseldorf";"Prinzenallee 7"
20571;"Ds Produkte GmbH";"22145";"Stapelfeld";"Stormarnring 14"
20572;"Aescubrands Ug (Haftungsbeschränkt)";"91052";"Erlangen";"Henkestr. 91"
20573;"Novvia GmbH";"84072";"Au";"Nussbaumweg 6"
20574;"Community Pharmacy Supplies Limited";"RM13 9BP";"Rainham Essex";""
20575;"Belano Medical AG";"13355";"Berlin";"Gustav-Meyer-Allee 25"
20576;"Medi Cine Akademie GmbH";"80799";"München";"Türkenstr. 95"
20577;"Pharmgenomics GmbH";"55129";"Mainz";"Robert-Koch-Str. 50"
20578;"Plaza Pharm B.V.";"5804 CN";"Venray";"Vennootstraat 5"
20579;"Cultus International GmbH";"47574";"Goch";"Römerweg 81"
20580;"INSTITUT ALLERGOSAN Deutschland (privat) GmbH";"82031";"Grünwald";"Nördliche Münchner Str. 47"
20581;"Coco Baba GmbH";"22609";"Hamburg";"Elbchaussee 396"
20582;"Triticum Exploitatie B.V.";"6222 NK";"Maastricht";"Sleperweg 44"
20583;"Lucane Pharma SA";"75011";"Paris";""
20584;"Hygwakoll E.U. Wilfried Rudolf Schnödt";"6342";"Niederndorf";"Dorf 28"
20585;"Herwe GmbH";"74889";"Sinsheim";"Kleines Feldlein 16-20"
20586;"Primex Biochemicals As";"5525";"Haugesund";"Sorhauggata 217"
20587;"Huppmann'S Nicola Huppmann";"14195";"Berlin";"Podbielskiallee 12"
20588;"Fattoria La Vialla - Famiglia Lo Franco";"52029";"Castiglion Fibocchi";"Via Di Meliciano 26"
20589;"Lekam Germany GmbH";"15230";"Frankfurt (Oder)";"Ernst-Thälmann-Str. 11"
20591;"AOP Orphan Pharmaceuticals AG";"1160";"Wien";"Wilhelminenstr. 91II f"
20592;"Migasa GmbH & Co. KG";"49525";"Lengerich";"Bahnhofstr. 13"
20593;"Hussel GmbH";"58099";"Hagen";"Kabeler Str. 4"
20595;"Jump-Just Used Medical Products- GmbH";"84032";"Altdorf";"Barbenstr. 3"
20596;"Gms German Medical Supply GmbH";"04155";"Leipzig";"Sasstr. 2"
20597;"Vitamaze GmbH";"69121";"Heidelberg";"Heiligenbergstr. 17"
20599;"Peripharm GmbH & Co. KG";"65183";"Wiesbaden";"Bleichstr. 26"
20600;"Intercept Pharma Deutschland GmbH";"81669";"München";"Rosenheimer Str. 52"
20601;"Satipharm AG";"6330";"Cham";"Riedstr. 7"
20603;"W&S Nutri Gbr Steven Wink Und Sebastian Schäfer";"66953";"Pirmasens";"Zweibrücker Str. 51"
20604;"Equilibra S.R.L.";"10135";"Torino";"Via Plava 74"
20605;"Effect Pharma GmbH";"12529";"Schönefeld";"An Den Gehren 1"
20606;"Promeditech GmbH";"21423";"Winsen";"Bleiche 5"
20607;"German Medical Service Co. Ltd.";"84140";"Suratthani";""
20608;"Unikat Britta Anna Maria Leisten";"52146";"Würselen";"Drischer Str. 62"
20609;"Koppermann & Co. GmbH";"82065";"Baierbrunn";"Schorner Str. 12"
20611;"Rs Medicare GmbH";"61476";"Kronberg";"Im Katzenforst 1"
20612;"Völker GmbH";"36115";"Ehrenberg";"Birxstr. 6"
20613;"Ökothek GmbH & Co. KG";"49809";"Lingen";"Rheiner Str. 109a"
20615;"Heilig Geist Apotheke E.K.";"50737";"Köln";"Graseggerstr. 105"
20616;"Natürlich Lang Leben Ug (Haftungsbeschränkt)";"96450";"Coburg";"Ketschendorferstr. 37"
20617;"Radarcan S.L.";"08908";"L'Hospitalet De Llobregat";""
20618;"Moringagarden B.V.";"6101 XE";"Echt";"Ampereweg 12"
20621;"Ivy GmbH";"50739";"Köln";"Stommeler Str. 72"
20622;"Prima-Med GmbH & Co. KG";"24582";"Bordesholm";"Eiderhöhe 18-20"
20623;"Praxicon GmbH Petra Lüning";"58332";"Schwelm";"Brunnenstr. 10"
20624;"Ecumed GmbH";"79194";"Gundelfingen";"Gewerbestr. 75"
20626;"Orthocell AG";"8863";"Buttikon";"Kantonsstr. 52B"
20627;"Prodeco Pharma Deutschland GmbH";"89081";"Ulm";"Eiselauer Weg 4"
20628;"Bray Group Ltd.";"SN7 7BX";"Oxfordshire";""
20629;"Doletra GmbH";"44807";"Bochum";"Vierhausstr. 112"
20630;"Rennersche Apotheke Nathalie Sotiriou-Vogel";"80634";"München";"Volkartstr. 5"
20631;"Bet Health GmbH";"52062";"Aachen";"Mostardstr. 22"
20633;"Image Skincare Innovation GmbH";"16761";"Henningsdorf";"Dorfstr. 19e"
20634;"NMG Pharma GmbH";"53123";"Bonn";"Heilsbachstr. 13"
20635;"Smp Care GmbH";"22354";"Hamburg";"Neuer Wall 10"
20636;"Löwenzahn Organics GmbH";"";"";""
20637;"Nordstadt-Apotheke";"72250";"Freudenstadt";"Karl-Von-Hahn-Str. 30"
20638;"Sasmar Limited";"EC2M1QS";"London";""
20640;"Freicare Swiss GmbH";"9422";"Staad";"Seepark 6"
20641;"Fair Play Trading International (D) E.K. Frau Rosa Dobos";"87471";"Durach";"Grüntenstr. 6"
20642;"Vitalbodyplus GmbH";"24534";"Neumünster";"Gartenstr. 10"
20645;"P. Glatzeder GmbH";"32758";"Detmold";"Am Stoppelkamp 15"
20646;"Modern Pharm Nat. GmbH";"84028";"Landshut";"Altstadt 105"
20647;"Amberpharm GmbH";"25813";"Husum";"Otto-Hahn-Str. 8"
20648;"Energy Direct Marketing Ltd Frank Wessel";"59320";"Ennigerloh";"Helenenweg 12"
20649;"Medpalett As";"4327";"Sandnes";"Hanaveien 4-6"
20650;"Social Media Interactive GmbH";"80339";"München";"Landsberger Str. 110"
20651;"Twinoxide International B.V.";"5684 PZ";"Best";"De Tongelreep 17"
20652;"Rangaupharm GmbH";"91056";"Erlangen";"Naturbadstr. 7"
20653;"Medu-Scientific Inh. Karl Berger E.K.";"84405";"Dorfen";"Rinning 1a"
20654;"Lfb Biomedicaments S.A.";"91958";"Courtaboeuf Cedex";""
20655;"Nowak GmbH";"23556";"Luebeck";"Hutmacherring 3"
20656;"M S J Janku GmbH Medizinischer Sachbedarf";"40764";"Langenfeld";"Raiffeisenstr. 25"
20657;"Storz & Bickel GmbH & Co. KG";"78532";"Tuttlingen";"In Grubenäcker 5-9"
20658;"Puralp GmbH";"87561";"Oberstdorf";"Trettachstr. 1"
20659;"Natural Logistics S.L.";"28223";"Pozuelo De Alarcon Madrid";"C/ Ana Mariscal 5"
20660;"Swiss Medical Food AG";"9050";"Appenzell";"Weissbadstr. 14"
20661;"Beneganic GmbH";"8045";"Zürich";"Räffelstr. 26"
20662;"Rs7 Regenerator & Energy S.L.";"08402";"Granollers (Barcelona)";""
20663;"Lifex GmbH";"10719";"Berlin";"Emser Str. 10"
20664;"Kedplasma GmbH";"82166";"Gräfelfing";"Bahnhofstr. 96"
20665;"Health Care Products Import Export GmbH";"30900";"Wedemark";"Heinrich Henstorf Str. 17"
20666;"Seewald Nemroyal GmbH";"5020";"Salzburg";"Peilsteinerstr. 5"
20667;"Sana-One GmbH";"38820";"Halberstadt";"Otto-Spielmann-Str. 2"
20668;"Tattoo Med GmbH";"70327";"Stuttgart";"Ulmer Str. 300"
20669;"Alpvital AG";"6300";"Zug";"Ibelweg 18A"
20670;"Koanaa Healthcare GmbH";"2401";"Fischamend";"Fehrgasse 7"
20671;"Apricot GmbH";"81829";"München";"Erika-Cremer-Str. 6"
20673;"Gh German Herbs GmbH";"23628";"Krummesse";"Langenfelde 1"
20674;"Kiwi Group GmbH";"49088";"Osnabrück";"Bramscher Str. 14"
20675;"Le Chalet S.A.";"4877";"Olne";"Chemin De L'Avouerie 3"
20676;"Sanopoly GmbH";"63303";"Dreieich";"Max-Planck-Str. 20"
20677;"Inverma Johannes Lange GmbH+Co. KG";"22851";"Norderstedt";"Segeberger Chaussee 365"
20679;"Karl-Josef Kost Alkohole & Produkte Aus Alkohol Kg";"56073";"Koblenz";"Rauentalshöhe 4"
20680;"Allivictus S.R.O.";"55203";"Ceska Skalice";"Podhradni 437"
20681;"Universal Toiletries Corporation Ltd.";"HA3 7RR";"Harrow Wealdstone Middlesex";""
20682;"Medilog Hamburg Teinert GmbH";"20537";"Hamburg";"Sorbenstr. 62"
20683;"Forum-Telemedizin GmbH";"80687";"München";"Landsberger Str. 155"
20685;"Sbm Life Science GmbH";"40764";"Langenfeld";"Raiffeisenstr. 15a"
20686;"Medicis Health GmbH";"80335";"München";"Nymphenburger Str. 4"
20688;"Eubios GmbH";"96138";"Burgebrach";"Försdorfer Str. 7"
20689;"Secome - Ihr Medical Manager Markus Groteguth";"40668";"Meerbusch";"Hauptstr. 92"
20690;"Dr. Luigi D.O.O.";"21276";"Vrgorac";"Hrvatskih Velikana 1"
20691;"Aurora Deutschland GmbH";"10965";"Berlin";"Eberhard-Roters-Platz 11"
20692;"Schröder'S Power Food GmbH Catalina Frink";"10707";"Berlin";"Bayerischestr. 11"
20693;"Biodane Pharma A/S";"6621";"Gesten";"Staushedevejen 10"
20694;"Eliquidmixer Europe GmbH";"67065";"Ludwigshafen";"Maudacher Str. 72"
20695;"Emka Vertriebs GmbH";"67657";"Kaiserslautern";"Mainzer Str. 19a"
20697;"Dr. Johanna Budwig GmbH & Co. KG";"26122";"Oldenburg";"Moltkestr. 24"
20698;"Mg Life GmbH";"84051";"Essenbach-Altheim";"Zeppelinstr. 3"
20699;"Lifood Swiss GmbH";"4613";"Rickenbach (So)";"Industriestr. West 24"
20700;"Philipp Jentczak & Anton Brams Einzelhandel Gbr";"10318";"Berlin";"Karl-Egon-Str. 19"
20701;"Kai Europe GmbH";"42697";"Solingen";"Kottendorfer Str. 5"
20702;"Eurocept International B.V.";"1244 RL";"Ankeveen";"Trapgans 5"
20704;"Puropharm GmbH & Co. KG";"30159";"Hannover";"Steintorstr. 6"
20705;"K-Life Ug (Haftungsbeschränkt)";"45130";"Essen";"Rosastr. 74"
20706;"Mainzit GmbH";"97076";"Würzburg";"Ohmstr. 4a"
20707;"Zeitschild Skin Aesthetics GmbH";"42799";"Leichlingen";"Walter-Frese-Str. 17"
20708;"Beauty Lumis GmbH";"80995";"München";""
20710;"Orphan Europe SARL";"92800";"Puteaux";"Avenue du Général de Gaulle 70"
20713;"Padma Deutschland GmbH";"82031";"Grünwald";"Tölzer Str. 32"
20714;"For You Ehealth GmbH";"92637";"Weiden";"Zur Kesselschmiede 3"
20715;"Excluse GmbH";"01705";"Freital";"Dresdner Str. 172"
20716;"Medivid GmbH";"22145";"Stapelfeld";"Brookstieg 4"
20717;"Reho Medical GmbH";"3952";"Susten";"Pletschenstr. 20"
20718;"Lichtenberger Pharma Ltd. & Co. KG";"20537";"Hamburg";"Wendenstr. 309"
20719;"Aquaherbal GmbH";"10787";"Berlin";"Keithstr. 2-4"
20720;"Pilzespezialhaus-Berlin Thomas Habicht";"10317";"Berlin";"Lückstr. 55"
20721;"Obsthof Retter GmbH";"8225";"Pöllau";"Winzendorf 142"
20722;"Dr. Weingart AG";"8598";"Bottighofen";"Hauptstr. 17"
20723;"Neotol Medical GmbH";"41540";"Dormagen";"Emdener Str. 11"
20724;"Kur- Und Bäder GmbH Bad Dürrheim";"78073";"Bad Dürrheim";"Luisenstr. 4"
20725;"Pharma Aldenhoven GmbH & Co. KG";"52457";"Aldenhoven";"Industriestr. 6"
20726;"Meditrast GmbH";"70565";"Stuttgart";"Salzwiesenstr. 7"
20727;"Penta-Sense GmbH";"52146";"Würselen";"Maria-Merian-Weg 17"
20728;"Tesaro Bio Germany GmbH Orlando M. C. Correira Mont. De Oliveira";"80802";"München";"Leopoldstr. 23"
20729;"Sf Medical Products GmbH";"14199";"Berlin";"Forckenbeckstr. 9-13"
20731;"Janus Medica GmbH";"25474";"Ellerbek";"Waldhofstr. 15A"
20733;"Auf Geht'S GmbH";"88175";"Scheidegg";"Kirchstr. 3"
20734;"Spectrum Brands (Uk) Limited";"NE37 3HW";"Washington";""
20735;"Human Care Company Netherlands B.V.";"6461 KB";"Kerkrade";"Eurode Park 1-8"
20736;"Bmt Braun GmbH";"70190";"Stuttgart";"Werastr. 113"
20737;"Emline Marketing Emine Dogru";"";"Inegöl Bursa";""
20738;"Medivital Braun GmbH";"77839";"Lichtenau";"Im Gewerbegebiet 10A"
20739;"Oleaplanta At GmbH";"71229";"Leonberg";"Mollenbachstr. 19"
20740;"Igz Vertriebs GmbH";"53902";"Iversheim-Bad Münstereifel";"Euskirchener Str. 87"
20741;"Dr. Gottschalk Nahrungsmittel GmbH & Co. KG";"56743";"Mendig";"Gunther-Plüschow-Str. 4"
20742;"Eco Rehatechnik GmbH";"91217";"Hersbruck";"Tausendbühlweg 28"
20744;"Bingold GmbH + Co. KG";"22339";"Hamburg";"Lademannbogen 65"
20745;"Biocina Ug (Haftungsbeschräkt) & Co. KG";"23669";"Timmendorfer Strand";"Mühlenweg 8"
20746;"Medika Medizintechnik GmbH";"95032";"Hof / Saale";"Südring 84"
20747;"Founderholics GmbH";"55124";"Mainz";"An Der Ochsenwiese 3"
20748;"Stadt-Apotheke Albrecht E.K.";"77694";"Kehl";"Hauptstr. 75"
20750;"Gunther Degener Handel Gunther Uwe Degener";"26121";"Oldenburg";"Porsenbergstr. 1"
20751;"Zückerli AG";"40468";"Düsseldorf";"Klaus-Bungert-Straße 3"
20752;"Feelwell-International Skin Pharm Gbr";"91224";"Pommelsbrunn";"Am Markgrafenpark 6"
20753;"Apotheke City-Galerie Georg-Dieter Heldmann";"86153";"Augsburg";"Willy-Brandt-Platz 1"
20754;"Laboratoires Bailleul S.A.";"2310";"Luxemburg";"Avenue Pasteur 10-12"
20755;"Sanus S.A.R.L.";"6630";"Wasserbillig";""
20757;"Medtech Advancement";"4835 AB";"Breda";"Franklin Rooseveltlaan 12"
20758;"Yverovel GmbH";"40472";"Düsseldorf";"Mündelheimer Weg 55a"
20760;"Iga GmbH";"20539";"Hamburg";"Peutestr. 51"
20764;"Ylumi Ug (Haftungsbeschränkt)";"10437";"Berlin";"Lychenerstr. 41"
20766;"United Cosmeceuticals GmbH";"8047";"Zürich";"Freilagerstr. 32"
20767;"Leadiant GmbH";"80538";"München";"Liebherrstr. 22"
20768;"Sylter Salz Manufaktur Ug (Haftungsbeschränkt)";"25980";"Sylt";"Deelgung 18"
20769;"Uniqsana GmbH & Co. KG";"74076";"Heilbronn";"Inselwiesenstr. 6-8"
20770;"How-Sit GmbH & Co. KG";"46244";"Bottrop";"Zur Grafenmühle 147"
20771;"Ayursana GmbH";"13053";"Berlin";""
20772;"Berryline Rocco Niltop Rocco Niltop";"04874";"Belgern";"Mühlberger Str. 37"
20773;"+ Actic Medical GmbH";"61476";"Kronberg";"Frankfurter Str. 15"
20774;"Tribus-Zineta Kahlstorff";"38302";"Wolfenbüttel";"Adenemer Weg 1"
20775;"New Minerals Ug (Haftungsbeschränkt) & Co. KG";"59759";"Arnsberg";"Arnsberger Str. 14"
20776;"Rokitan GmbH";"1210";"Wien";"Große Mohreng 10"
20777;"Medropharm GmbH";"9214";"Kradolf/Schönenberg";"Heldswilerstr. 13"
20778;"Vitalperform B.V.";"1018 AM";"Amsterdam";"Cruquiuskade 251"
20781;"Edmund Goldmann Kosmetik GmbH";"42369";"Wuppertal";"Ascheweg 18"
20782;"Pro Dimi Pharma GmbH & Co. KG";"44229";"Dortmund";"Kirchhörder Str. 29"
20783;"Hhp Home Health Products GmbH";"76133";"Karlsruhe";"Sophienstr. 15-17"
20784;"Bestprovita B.V.";"6422 RK";"Heerlen";"Vogt 21"
20785;"Medi-Line Naturprodukte Udo Lamek";"76829";"Landau";"Kapellenweg 29"
20786;"Nature Rocket GmbH";"01109";"Dresden";"Hugo-Junkers-Ring 11"
20787;"Optimus Gan Berlin GmbH";"12489";"Berlin";"Dörpfeldstr. 52"
20791;"Ascensia Diabetes Care Deutschland GmbH";"51377";"Leverkusen";"Marie-Curie-Str. 5"
20792;"Marlen International Healthcare B.V.";"7609 NN";"Almelo";"Windmolen 22"
20793;"Floramed GmbH (IFA-Nr:8823)";"88499";"Riedlingen";"Opelstr. 3"
20794;"Intan Service Plus GmbH & Co. KG";"49078";"Osnabrück";"Blumenhaller Weg 88"
20795;"Swiss Sana Anstalt";"9490";"Vaduz";"Kirchstr. 3"
20797;"Bilona GmbH";"88677";"Markdorf";"Planckstr. 16"
20798;"Kernmed Christian Kern Christian Kern";"76275";"Ettlingen";"Luitfriedstr. 32"
20799;"Essential Projects B.V.";"8025 BL";"Zwolle";"Dokter Van Deenweg 84"
20800;"Greeat Ug (Haftungsbeschränkt)";"46397";"Bocholt";"Wesemannstr. 23"
20801;"Sekisui Diagnostics GmbH";"64319";"Pfungstadt";"Kaplaneigasse 35"
20802;"Sanus Natura GmbH";"44536";"Lünen";"Am Kühlturm 4"
20803;"Medicovation GmbH & Co. KG";"45966";"Gladbeck";"Am Wiesenbusch 2"
20804;"Sinob GmbH";"22946";"Grande";"Hamburger Str. 2-6"
20805;"Highderm GmbH";"50354";"Hürth";"Max-Ernst-Str. 4"
20806;"Petra GmbH";"60325";"Frankfurt Am Main";"Schumannstr. 27"
20808;"Dr. Matzel Medical GmbH";"50937";"Köln";"Simmerer Str. 7a"
20810;"Ulm Health Care GmbH";"89077";"Ulm";"Magirus-Deutz-Str. 12"
20811;"Health Xl Bvba";"2800";"Mechelen";"Wijngaardstraat 7"
20812;"Techdow Pharma Germany GmbH";"10785";"Berlin";"Potsdamer Platz 1"
20813;"Fleximed GmbH";"88046";"Friedrichshafen";""
20814;"Wunderkopf GmbH";"20459";"Hamburg";"Alter Steinweg 54"
20815;"Gramme-Revit GmbH";"99428";"Niederzimmern";"Im Oberdorf 10"
20816;"Madaus & Lauscher GmbH";"53225";"Bonn";"Goetheallee 40"
20817;"Cannamedical Pharma GmbH";"50670";"Köln";"Im Mediapark 5"
20818;"Bodyplanet GmbH";"71640";"Ludwigsburg";"Karlsplatz 7"
20819;"Arnowa GmbH";"33102";"Paderborn";"An Der Talle 50"
20820;"Medica-Vet Mineral-U. Vitalstoffe Nina Radünz";"29488";"Lübbow Ot Dangenstorf";"Glain 7-8"
20823;"Velacell Ug (Haftungsbeschränkt)";"84186";"Vilsheim";"Fichtenweg 13"
20824;"Brand And Vision GmbH";"20095";"Hamburg";"Burchardstr. 21"
20826;"Osca Ug (Haftungsbeschränkt)";"42117";"Wuppertal";"Schwarzer Weg 245"
20827;"Medicap Home Care GmbH";"35327";"Ulrichstein";"Hoherodskopfstr. 22"
20828;"Feddema Nutrition Lucas Feddema";"13509";"Berlin";"Titusweg 30"
20829;"Pvg Inova GmbH";"86199";"Augsburg";"Römerweg 55"
20830;"Medizin-Technik-Lehnert Ralf Lehnert";"96528";"Frankenblick";"Am Rothenberg 6"
20832;"Nugenis GmbH C/O Lebensaft Stb & Wth";"1040";"Wien";"Prinz Eugen-Str. 66"
20834;"Mlb Lab GmbH";"53121";"Bonn";"Am Probsthof 3"
20835;"Relax Products GmbH";"40213";"Düsseldorf";"Mühlenstr. 7"
20836;"Siemsen Ep Jörn Siemsen";"22880";"Wedel";"Feldstr. 115"
20837;"Feelgood Mmd GmbH";"28857";"Syke";"Boschstr. 16"
20838;"Aslan GmbH";"86165";"Augsburg";"Sterzinger Str. 4"
20839;"Artgerecht GmbH";"60313";"Frankfurt Am Main";"Börsenstr. 2-4"
20840;"Vegifit Ug (Haftungsbeschränkt)";"82266";"Inning Am Ammersee";"Bacherner Weg 46"
20841;"Jarfood GmbH";"80333";"München";"Prannerstr. 10"
20843;"Cellactiva GmbH";"78166";"Donaueschingen";"Villinger Strasse 109"
20844;"Veluvia GmbH";"22085";"Hamburg";"Winterhuder Weg 78a"
20846;"Mirelan Animalhealthcare Inh. Kathrin Sarah Mittendorf";"39171";"Sülzetal";"Zwischen Den Linden 27"
20848;"Nature & Life GmbH";"10553";"Berlin";""
20850;"Feel Concepts GmbH";"12681";"Berlin";"Landsberger Allee 366"
20851;"Cecilina Green GmbH";"10317";"Berlin";"Emanuelstr. 14"
20852;"Elanix Biotechnologies AG";"65189";"Wiesbaden";"Hohenstaufenstr. 1"
20854;"Myofunctional Research Europe B.V.";"5145 RM";"Waalwijk";"Gompenstr. 21c"
20856;"Sanofi-Aventis Deutschland GmbH GB Selbstmedikation /Consumer-Care";"65926";"Frankfurt";""
20857;"Via Nova Naturprodukte GmbH";"87437";"Kempten";"Reinhartser Str. 25"
20858;"Prophydent GmbH";"30455";"Hannover";"Fränkische Str. 4"
20859;"Horizon Pharma Ireland Limited";"D04C5Y6";"Dublin 4";""
20861;"Apohomecare GmbH";"45143";"Essen";"Heinrich-Strunk-Str. 77"
20862;"Dr.Owl-Nutrihealth GmbH";"1080";"Wien";""
